Market,err_2025 Q3,err_2025 Q4,err_2026 Q1,MAE,MeanError,Variable
Akron - OH,0.004463507120249899,0.002967229689061046,0.008593493097288185,0.005341409968866377,0.005341409968866377,AskingRent
Albany - NY,-0.001229802851416606,-0.0012535337405419344,0.0014085773195413598,0.0012973046371666335,-0.00035825309080572687,AskingRent
Albuquerque - NM,0.009171020014517195,0.014712386472356731,0.02247110948934017,0.015451505325404699,0.015451505325404699,AskingRent
Anchorage - AK,0.004094640708489861,0.002187211371282749,0.014120397144202546,0.006800749741325052,0.006800749741325052,AskingRent
Asheville - NC,0.02022096605399981,0.015619393933594461,0.041614876789119126,0.025818412258904466,0.025818412258904466,AskingRent
Atlanta - GA,0.006025287572929416,0.009218469874263224,0.015700690891487845,0.010314816112893496,0.010314816112893496,AskingRent
Augusta - GA,0.00698198570024422,0.011354337148292815,0.011045749020216933,0.009794023956251322,0.009794023956251322,AskingRent
Austin - TX,0.01912673330171355,0.03536080741585246,0.05257912699422429,0.03568888923726343,0.03568888923726343,AskingRent
Bakersfield - CA,0.008390061998323928,0.013039381331158006,0.018647525461483294,0.01335898959698841,0.01335898959698841,AskingRent
Baltimore - MD,0.006834349639562087,0.008923493846249797,0.016281895085228593,0.010679912857013493,0.010679912857013493,AskingRent
Baton Rouge - LA,0.010708058538322796,0.016153425512932085,0.021194254964136405,0.016018579671797095,0.016018579671797095,AskingRent
Beaumont - TX,-0.003934993306999646,0.01014316990731079,0.016752108126510512,0.010276757113606982,0.007653428242273885,AskingRent
Birmingham - AL,0.006851423269643386,0.007900626849411951,0.01277328338996997,0.009175111169675102,0.009175111169675102,AskingRent
Boise - ID,0.013214701404299145,0.022827424369033733,0.01642339359027334,0.017488506454535407,0.017488506454535407,AskingRent
Boston - MA,0.012891606044708737,0.01948200050766824,0.022424264024512364,0.018265956858963112,0.018265956858963112,AskingRent
Brownsville-Harlingen - TX,0.012374089870677119,0.02170923891644516,0.031361845850019665,0.02181505821238065,0.02181505821238065,AskingRent
Buffalo - NY,0.005447326515818585,0.007700519871280065,0.01259742801902175,0.008581758135373466,0.008581758135373466,AskingRent
Canton - OH,0.0023170164612815736,0.0036589869226160143,0.009246615519210133,0.005074206301035907,0.005074206301035907,AskingRent
Charleston - SC,0.010815427167573,0.011975113737501375,0.01661082235481004,0.013133787753294804,0.013133787753294804,AskingRent
Charlotte - NC,0.009875967805368369,0.013609116940774935,0.023798630091179773,0.015761238279107692,0.015761238279107692,AskingRent
Chattanooga - TN,0.011992327450691675,0.015179849083687968,0.02657213510379486,0.017914770546058167,0.017914770546058167,AskingRent
Chicago - IL,0.008238013230979169,0.013098797878863033,0.0161318563398114,0.012489555816551201,0.012489555816551201,AskingRent
Cincinnati - OH,0.0056208717805188435,0.007867549414453445,0.009045583568859872,0.0075113349212773866,0.0075113349212773866,AskingRent
Cleveland - OH,0.007893244022572299,0.007272659348025123,0.008947394705366651,0.008037766025321358,0.008037766025321358,AskingRent
Colorado Springs - CO,0.02139616664519295,0.02668738551436234,0.030478762006877824,0.026187438055477703,0.026187438055477703,AskingRent
