Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Las Vegas - NV,1154125.0,1155829.0,1157963.0,1160772.0,1163571.0,1166334.0,1169024.0,1171614.0,1174099.0,1176496.0,1178877.0,1181385.0,1184092.0,1186964.0,1189938.0,1192963.0,1196016.0,1199088.0,1202191.0,1205252.0,1191522.0,1194380.0,1197277.0,1200137.0,1203001.0,1205847.0,1208687.0,1211525.0,1214351.0,1217180.0,1219984.0,1222804.0,1225609.0,1228422.0,1231220.0,1296916.0,1299993.0,1239664.0,1242467.0
Lehigh Valley - PA,405323.40625,405610.0,406001.5,406431.21875,406796.28125,407105.90625,407376.90625,407640.8125,407914.0,408195.0,408501.40625,408889.40625,409300.125,409751.09375,410235.8125,410726.59375,411223.125,411714.0,412198.40625,412674.40625,406944.0,407414.09375,407887.5,408371.1875,408850.71875,409321.6875,409786.40625,410252.40625,410719.40625,411180.125,411639.71875,412099.40625,412559.375,413014.3125,413465.78125,426039.3125,426520.6875,414813.5,415256.40625
Lexington - KY,306564.21875,306754.09375,307036.5,307390.0,307718.40625,307979.1875,308204.8125,308419.0,308607.5,308771.09375,308983.0,309228.3125,309508.0,309794.3125,310091.71875,310387.78125,310700.1875,311005.3125,311314.5,311621.875,304436.71875,304724.09375,305013.5,305297.21875,305582.5,305863.8125,306151.3125,306433.90625,306716.8125,306999.125,307279.6875,307561.5,307840.0,308119.0,308395.1875,317090.3125,317431.6875,309221.0,309493.5
Little Rock - AR,402511.8125,402719.90625,402938.1875,403194.0,403432.09375,403697.375,403967.59375,404269.90625,404575.71875,404858.625,405125.78125,405441.09375,405803.0,406179.0,406579.40625,406990.8125,407422.5,407849.5,408266.8125,408663.40625,404915.71875,405290.71875,405656.09375,406027.0,406389.59375,406751.8125,407109.0,407464.6875,407818.125,408171.125,408523.40625,408873.59375,409226.28125,409577.0,409924.8125,418646.59375,419037.5,410961.21875,411305.3125
Long Island - NY,1378160.0,1378706.0,1379318.0,1379472.0,1379841.0,1380292.0,1380782.0,1381380.0,1382051.0,1382795.0,1383529.0,1384520.0,1385727.0,1386892.0,1388162.0,1389411.0,1390697.0,1391918.0,1393093.0,1394236.0,1369753.0,1370933.0,1372099.0,1373319.0,1374515.0,1375718.0,1376888.0,1378028.0,1379206.0,1380367.0,1381567.0,1382740.0,1383952.0,1385131.0,1386344.0,1399302.0,1400456.0,1389940.0,1391164.0
Los Angeles - CA,4609638.0,4611859.0,4615281.0,4619138.0,4622832.0,4626135.0,4629310.0,4632443.0,4635379.0,4638156.0,4640777.0,4644208.0,4648176.0,4652333.0,4656796.0,4661296.0,4665931.0,4670571.0,4675160.0,4679927.0,4626090.0,4630762.0,4635378.0,4640137.0,4644782.0,4649424.0,4653984.0,4658538.0,4663058.0,4667483.0,4671967.0,4676440.0,4680954.0,4685347.0,4689775.0,4848602.0,4853582.0,4702912.0,4707246.0
Louisville - KY,726391.8125,726882.0,727512.875,728083.125,728623.0,729000.4375,729385.0,729822.875,730235.875,730649.4375,731181.6875,731805.5,732504.25,733201.0,733923.0,734664.1875,735394.75,736115.875,736814.6875,737492.375,723717.125,724377.0,725017.0,725670.5625,726317.375,726956.4375,727594.1875,728226.3125,728854.9375,729485.5,730113.75,730745.75,731375.9375,732003.8125,732624.5625,737825.6875,738535.5625,734485.5,735100.125
Madison - WI,431681.3125,432072.125,432476.8125,432895.90625,433401.5,433952.09375,434496.78125,435072.8125,435628.59375,436168.40625,436710.5,437273.5,437910.1875,438546.0,439194.5,439852.0,440520.90625,441190.71875,441847.40625,442477.6875,435686.875,436289.0,436886.6875,437482.59375,438071.8125,438653.6875,439228.90625,439800.59375,440367.875,440932.3125,441489.0,442043.40625,442594.40625,443139.09375,443675.40625,457612.21875,458176.78125,445266.59375,445785.40625
Manchester - NH,208924.109375,208971.5,209064.796875,209145.203125,209228.1875,209318.6875,209400.09375,209460.5,209512.796875,209576.296875,209635.09375,209711.90625,209807.40625,209915.0,210036.890625,210163.1875,210294.40625,210424.609375,210548.203125,210666.5,209086.203125,209206.5,209323.296875,209444.3125,209562.703125,209684.203125,209804.0,209923.703125,210045.5,210165.796875,210286.890625,210407.890625,210531.203125,210652.40625,210773.796875,238192.59375,238471.5,211135.796875,211255.5
McAllen - TX,308479.8125,308979.8125,309512.6875,310092.8125,310671.90625,311243.90625,311805.5,312372.1875,312931.21875,313477.0,314031.90625,314650.90625,315325.5,316018.1875,316734.09375,317448.6875,318171.21875,318888.625,319600.40625,320299.71875,317446.59375,318136.59375,318821.09375,319513.875,320195.1875,320870.90625,321537.40625,322194.21875,322844.78125,323488.59375,324126.8125,324762.6875,325396.40625,326022.3125,326644.59375,334876.40625,335555.375,328491.90625,329099.6875
Melbourne - FL,262102.90625,262459.1875,262853.09375,263263.3125,263661.28125,264070.3125,264489.28125,264889.5,265269.71875,265645.375,266019.5,266425.90625,266836.09375,267274.59375,267724.5,268183.90625,268652.3125,269121.40625,269578.1875,270022.3125,265632.8125,266053.71875,266472.6875,266884.3125,267286.59375,267683.0,268071.1875,268453.71875,268835.375,269216.71875,269595.21875,269973.3125,270347.90625,270722.90625,271095.78125,274442.1875,274776.625,272210.78125,272580.1875
Memphis - TN,660473.3125,660603.25,660852.4375,661150.3125,661496.5,661803.5,662099.5,662430.75,662745.4375,663063.5,663358.6875,663734.0,664239.1875,664744.875,665293.375,665849.9375,666396.4375,666932.1875,667443.4375,667965.0625,659587.25,660084.75,660580.375,661084.5,661581.9375,662067.3125,662548.875,663028.3125,663506.0,663973.5625,664437.3125,664902.0,665369.3125,665821.6875,666267.5625,682451.4375,683035.875,667604.125,668036.0625
Miami - FL,1358528.0,1359650.0,1361128.0,1362760.0,1364464.0,1366208.0,1367953.0,1369688.0,1371357.0,1373021.0,1374606.0,1376317.0,1378134.0,1380033.0,1382016.0,1384015.0,1386042.0,1388056.0,1390047.0,1392065.0,1368990.0,1370866.0,1372719.0,1374570.0,1376407.0,1378216.0,1380027.0,1381827.0,1383638.0,1385431.0,1387227.0,1389011.0,1390807.0,1392586.0,1394370.0,1426394.0,1428184.0,1399716.0,1401499.0
Milwaukee - WI,860653.5,860457.0,860429.0625,860471.625,860595.875,860741.5,860862.3125,861031.8125,861204.3125,861373.4375,861569.875,861821.6875,862182.3125,862589.625,863063.0,863561.5,864063.4375,864567.5,865050.625,865471.3125,850344.75,850640.0,850921.875,851211.125,851486.5625,851762.5,852042.3125,852331.4375,852615.3125,852900.0625,853178.5625,853464.125,853743.0,854012.875,854272.875,877619.0625,877911.625,855030.5,855267.25
Minneapolis - MN,2009637.0,2010769.0,2012342.0,2013712.0,2015052.0,2016489.0,2017861.0,2019267.0,2020733.0,2022215.0,2023753.0,2025564.0,2027512.0,2029533.0,2031606.0,2033686.0,2035849.0,2037972.0,2040052.0,2042124.0,2017547.0,2019547.0,2021538.0,2023528.0,2025500.0,2027482.0,2029456.0,2031432.0,2033411.0,2035375.0,2037335.0,2039307.0,2041278.0,2043227.0,2045160.0,2082920.875,2084891.125,2050919.875,2052824.0
Mobile - AL,194076.09375,194043.0,194054.203125,194088.203125,194149.90625,194203.296875,194233.5,194251.296875,194265.59375,194286.296875,194303.40625,194331.703125,194403.3125,194462.296875,194530.390625,194606.296875,194686.5,194766.203125,194840.109375,194921.296875,190396.5,190477.40625,190556.109375,190640.390625,190719.703125,190797.890625,190870.296875,190943.09375,191015.390625,191089.40625,191161.890625,191236.40625,191310.0,191381.296875,191450.703125,195456.5,195532.703125,191663.09375,191729.40625
Modesto - CA,196248.3125,196496.203125,196764.40625,196999.6875,197249.0,197496.90625,197755.796875,198020.5,198284.109375,198533.59375,198773.296875,199044.40625,199351.296875,199646.1875,199951.703125,200264.5,200583.09375,200897.40625,201203.09375,201508.796875,198269.609375,198586.296875,198900.703125,199221.890625,199540.0,199854.796875,200166.703125,200475.09375,200783.703125,201092.109375,201400.703125,201707.703125,202019.5,202327.5,202636.3125,210364.296875,210734.0,203560.296875,203869.796875
Montgomery - AL,188209.390625,188187.5,188208.40625,188262.09375,188327.296875,188381.109375,188408.0,188442.3125,188464.5,188493.609375,188524.3125,188564.890625,188637.796875,188709.796875,188788.703125,188876.796875,188966.796875,189057.5,189143.203125,189233.3125,185865.296875,185945.296875,186023.296875,186096.203125,186166.0,186235.5,186302.40625,186368.0,186430.203125,186490.90625,186548.703125,186607.609375,186665.203125,186719.890625,186771.703125,190348.6875,190402.6875,186927.90625,186974.5
Myrtle Beach - SC,161875.90625,162127.90625,162402.609375,162723.6875,163084.390625,163451.09375,163793.90625,164108.5,164417.09375,164720.390625,165033.40625,165363.203125,165722.0,166082.59375,166451.796875,166823.203125,167209.0,167597.390625,167982.09375,168363.0,167255.40625,167624.609375,167999.0,168370.109375,168741.5,169110.703125,169478.703125,169843.796875,170209.0,170573.8125,170934.40625,171295.59375,171655.0,172014.5,172368.890625,217713.703125,218135.703125,173435.59375,173786.703125
Naples - FL,178703.203125,179063.0,179454.609375,179896.0,180379.296875,180870.5,181314.296875,181709.5,182089.40625,182460.40625,182839.5,183232.296875,183653.203125,184086.703125,184528.59375,184977.0,185437.8125,185903.5,186368.5,186831.796875,183117.0,183570.6875,184023.796875,184473.5,184922.0,185365.09375,185804.390625,186239.90625,186674.890625,187109.796875,187540.09375,187968.5,188397.0,188823.109375,189245.0,197554.90625,197995.109375,190505.203125,190920.203125
Nashville - TN,1207547.0,1209254.0,1211201.0,1213219.0,1215388.0,1217625.0,1219875.0,1222123.0,1224368.0,1226646.0,1228972.0,1231439.0,1234128.0,1236889.0,1239693.0,1242562.0,1245402.0,1248267.0,1251073.0,1253872.0,1241006.0,1243801.0,1246612.0,1249437.0,1252270.0,1255088.0,1257905.0,1260749.0,1263584.0,1266422.0,1269244.0,1272087.0,1274926.0,1277757.0,1280564.0,1288137.0,1290984.0,1289059.0,1291860.0
New Haven - CT,296062.09375,296017.09375,295997.90625,296000.40625,296009.1875,296008.6875,295993.71875,295985.5,295984.90625,295986.3125,295988.90625,296038.21875,296126.40625,296217.71875,296326.0,296432.71875,296541.28125,296647.3125,296747.71875,296839.59375,291827.78125,291914.5,292000.0,292087.0,292173.3125,292263.21875,292350.1875,292433.5,292517.6875,292602.6875,292683.40625,292763.78125,292844.40625,292925.5,293003.375,406892.59375,406970.40625,293233.5,293306.625
New Orleans - LA,479484.5,479382.59375,479342.40625,479359.09375,479447.375,479446.40625,479417.125,479360.1875,479319.40625,479277.5,479319.21875,479423.8125,479628.21875,479851.1875,480102.0,480363.71875,480629.5,480894.8125,481155.21875,481415.3125,474653.59375,474947.6875,475249.125,475541.28125,475834.40625,476132.125,476432.90625,476729.625,477023.1875,477321.1875,477615.21875,477912.8125,478210.375,478504.6875,478795.09375,582457.875,582782.25,479671.8125,479958.71875
New York - NY,6481203.0,6488759.0,6496942.0,6503117.0,6509311.0,6515560.0,6521567.0,6527477.0,6533277.0,6539278.0,6545416.0,6552593.0,6560570.0,6568572.0,6577065.0,6585486.0,6593969.0,6602326.0,6610634.0,6618933.0,6526786.0,6535012.0,6543157.0,6551544.0,6559815.0,6568088.0,6576283.0,6584405.0,6592612.0,6600652.0,6608791.0,6616845.0,6625001.0,6632966.0,6641021.0,7874019.0,7882682.0,6664973.0,6672977.0
Norfolk - VA,823032.0,822988.5625,823075.625,823183.4375,823329.25,823528.0625,823773.9375,824136.4375,824532.6875,824996.125,825439.1875,825840.5625,826343.0625,826859.9375,827410.375,827978.375,828534.8125,829081.625,829593.3125,830088.625,814569.375,815011.3125,815450.0625,815898.6875,816343.0625,816785.6875,817217.5625,817643.6875,818076.8125,818514.0,818941.5625,819373.75,819807.6875,820233.5625,820649.1875,852554.375,853047.75,821911.625,822318.5
Northern New Jersey - NJ,1066430.0,1066888.0,1067702.0,1068430.0,1069009.0,1069509.0,1069886.0,1070064.0,1070002.0,1069898.0,1069747.0,1069661.0,1069634.0,1069695.0,1069838.0,1070027.0,1070240.0,1070485.0,1070722.0,1070984.0,1057252.0,1057403.0,1057545.0,1057686.0,1057809.0,1057933.0,1058069.0,1058225.0,1058358.0,1058472.0,1058571.0,1058671.0,1058758.0,1058841.0,1058925.0,1350902.0,1351452.0,1059181.0,1059261.0
Northwest Arkansas - AR,318451.0,319039.625,319710.28125,320452.21875,321226.09375,321977.0,322695.0,323411.5,324154.21875,324877.28125,325602.28125,326342.90625,327158.125,327973.78125,328806.6875,329640.5,330516.59375,331379.90625,332243.09375,333111.125,334310.21875,335171.8125,336032.71875,336882.0,337733.5,338581.0,339430.21875,340277.09375,341120.59375,341966.1875,342801.5,343641.59375,344473.6875,345305.6875,346126.5,351518.875,352353.09375,348591.40625,349398.40625
Ocala - FL,125274.90625,125371.90625,125488.0,125629.3046875,125777.6015625,125945.1015625,126113.703125,126263.5,126407.3984375,126546.203125,126688.796875,126839.0,126998.203125,127166.3984375,127340.5,127517.1953125,127706.8046875,127897.0,128081.296875,128261.796875,126690.59375,126868.3984375,127043.796875,127217.796875,127388.3984375,127559.0,127725.5,127890.8984375,128056.3984375,128220.8984375,128384.6015625,128546.3984375,128709.3984375,128870.8984375,129030.109375,128268.09375,128398.1015625,129504.0,129660.6015625
Ogden - UT,276815.40625,277312.0,277817.6875,278290.8125,278812.0,279364.8125,279910.1875,280454.71875,281004.90625,281591.71875,282184.0,282795.09375,283455.40625,284125.6875,284812.90625,285515.09375,286242.5,286972.0,287684.90625,288384.1875,285248.28125,285912.1875,286571.40625,287221.59375,287871.40625,288511.40625,289146.90625,289778.5,290414.3125,291044.59375,291671.6875,292295.0,292923.0,293551.0,294175.28125,331852.0,332519.90625,296057.71875,296686.8125
Oklahoma City - OK,718802.4375,719321.75,719986.6875,720543.5625,721232.8125,721841.9375,722461.125,723114.0625,723770.6875,724472.6875,725233.0,726012.875,726983.0,727911.0625,728876.125,729854.1875,730825.0,731820.625,732786.8125,733774.1875,725703.9375,726611.5,727504.375,728394.3125,729290.5,730175.1875,731068.9375,731956.4375,732858.875,733759.25,734651.1875,735554.875,736455.1875,737355.4375,738247.375,759347.875,760276.9375,740939.5,741840.5625
Omaha - NE,519334.71875,519684.09375,520091.625,520463.9375,520876.09375,521306.59375,521710.09375,522080.5,522454.21875,522828.4375,523203.6875,523620.4375,524077.5625,524542.75,525037.4375,525538.5625,526041.0625,526537.625,527024.1875,527490.4375,517698.59375,518163.875,518626.53125,519097.0,519563.28125,520023.625,520484.625,520944.8125,521405.21875,521863.21875,522321.78125,522777.90625,523237.65625,523692.5,524149.46875,549508.1875,550031.8125,525518.3125,525974.4375
Orange County - CA,1697444.0,1698958.0,1701006.0,1703341.0,1705667.0,1707865.0,1709899.0,1711871.0,1713802.0,1715678.0,1717476.0,1719557.0,1721866.0,1724249.0,1726722.0,1729234.0,1731796.0,1734366.0,1736930.0,1739561.0,1720182.0,1722767.0,1725346.0,1727947.0,1730521.0,1733099.0,1735648.0,1738201.0,1740741.0,1743251.0,1745772.0,1748294.0,1750828.0,1753324.0,1755826.0,1823217.0,1825598.0,1763290.0,1765756.0
Orlando - FL,1534454.0,1537850.0,1541481.0,1545163.0,1549082.0,1553078.0,1557042.0,1560720.0,1564250.0,1567727.0,1571092.0,1574631.0,1578393.0,1582219.0,1586120.0,1590058.0,1594016.0,1598028.0,1601990.0,1605943.0,1579452.0,1583344.0,1587267.0,1591190.0,1595103.0,1598996.0,1602892.0,1606783.0,1610679.0,1614596.0,1618498.0,1622415.0,1626322.0,1630237.0,1634129.0,1671812.0,1675861.0,1645851.0,1649748.0
Palm Beach - FL,715460.1875,716360.3125,717444.8125,718581.1875,719762.6875,720988.6875,722200.3125,723365.5,724509.6875,725654.9375,726790.5,727996.0,729263.4375,730567.5,731909.125,733258.0,734621.8125,735979.9375,737329.875,738679.875,727287.5,728563.625,729827.5625,731092.4375,732352.125,733601.3125,734850.25,736090.0625,737340.0625,738584.5,739831.125,741068.8125,742314.875,743554.875,744797.5,764872.0,766153.5,748518.9375,749763.1875
Pensacola - FL,203301.109375,203438.203125,203608.5,203792.5,204008.703125,204242.0,204459.390625,204654.203125,204846.609375,205044.09375,205244.59375,205449.296875,205681.203125,205926.1875,206179.59375,206434.5,206699.59375,206966.296875,207223.796875,207485.3125,203594.609375,203851.5,204111.796875,204369.90625,204626.296875,204883.296875,205137.296875,205389.609375,205641.59375,205895.59375,206145.59375,206398.609375,206651.0,206904.6875,207151.390625,218815.203125,219111.09375,207899.703125,208145.59375
Philadelphia - PA,3160515.0,3162280.0,3164549.0,3166264.0,3167699.0,3169244.0,3170793.0,3172240.0,3173624.0,3175107.0,3176576.0,3178447.0,3180666.0,3182975.0,3185518.0,3188108.0,3190772.0,3193332.0,3195833.0,3198321.0,3162746.0,3165287.0,3167800.0,3170372.0,3172919.0,3175431.0,3177902.0,3180350.0,3182829.0,3185259.0,3187701.0,3190112.0,3192549.0,3194937.0,3197335.0,3268189.0,3270646.0,3204465.0,3206836.0
Phoenix - AZ,2478293.0,2483305.0,2488666.0,2494398.0,2500060.0,2505707.0,2511249.0,2516656.0,2521919.0,2526969.0,2531925.0,2537118.0,2542563.0,2548190.0,2553989.0,2559906.0,2565805.0,2571705.0,2577610.0,2583557.0,2558533.0,2564394.0,2570290.0,2576138.0,2582000.0,2587844.0,2593709.0,2599562.0,2605395.0,2611248.0,2617078.0,2622930.0,2628767.0,2634631.0,2640472.0,2743608.0,2749708.0,2658031.0,2663873.0
Pittsburgh - PA,1219484.0,1219216.0,1219170.0,1219053.0,1218942.0,1218800.0,1218598.0,1218315.0,1218080.0,1217854.0,1217675.0,1217645.0,1217812.0,1218020.0,1218287.0,1218562.0,1218853.0,1219127.0,1219373.0,1219611.0,1206070.0,1206353.0,1206640.0,1206945.0,1207242.0,1207522.0,1207789.0,1208046.0,1208303.0,1208539.0,1208776.0,1209017.0,1209253.0,1209472.0,1209682.0,1206330.0,1206603.0,1210272.0,1210449.0
Port St. Lucie - FL,179455.40625,179773.5,180113.5,180472.0,180861.09375,181275.5,181685.59375,182065.0,182422.703125,182770.5,183118.390625,183487.3125,183879.890625,184281.796875,184693.796875,185111.6875,185541.703125,185973.0,186399.59375,186822.0,184409.5,184822.6875,185233.203125,185640.5,186044.0,186448.5,186847.796875,187244.90625,187641.40625,188036.296875,188429.390625,188819.5,189211.59375,189601.109375,189988.6875,194854.796875,195246.703125,191144.296875,191527.296875
Portland - ME,295154.21875,295340.5,295576.90625,295814.59375,296042.125,296283.59375,296511.28125,296738.90625,296957.625,297172.6875,297380.0,297588.5,297848.78125,298115.0,298383.90625,298661.0,298953.40625,299242.3125,299526.5,299799.71875,292219.6875,292484.09375,292751.09375,293011.59375,293274.09375,293537.5,293798.625,294056.09375,294314.59375,294570.8125,294826.1875,295079.1875,295333.5,295583.1875,295831.3125,323140.6875,323476.90625,296565.3125,296807.1875
Portland - OR,1249665.0,1251112.0,1252789.0,1254388.0,1255930.0,1257324.0,1258668.0,1259972.0,1261323.0,1262685.0,1264089.0,1265656.0,1267326.0,1269063.0,1270849.0,1272644.0,1274492.0,1276343.0,1278177.0,1279985.0,1255505.0,1257248.0,1258982.0,1260726.0,1262462.0,1264206.0,1265944.0,1267688.0,1269424.0,1271162.0,1272898.0,1274639.0,1276382.0,1278119.0,1279856.0,1336537.0,1338613.0,1285063.0,1286786.0
Poughkeepsie - NY,,,,,,,,,,,,,,,,,,,,,280048.71875,280291.28125,280533.6875,280779.78125,281020.125,281260.90625,281498.28125,281733.0,281963.90625,282194.5,282423.09375,282651.0,282877.5,283102.90625,283327.78125,146445.09375,146495.609375,283996.875,284220.09375
Providence - RI,743845.8125,743976.625,744174.375,744456.125,744685.8125,744920.125,745098.5,745262.0,745424.625,745608.8125,745808.4375,746090.1875,746450.6875,746851.3125,747293.5,747746.1875,748196.75,748623.875,749029.625,749403.0625,736205.3125,736564.8125,736920.25,737281.125,737628.8125,737966.5,738293.5,738610.6875,738930.9375,739248.6875,739567.0,739881.75,740196.75,740508.125,740816.5,773146.3125,773507.5,741725.0,742022.25
Provo - UT,322866.0,323812.28125,324823.78125,325795.6875,326824.0,327882.375,328956.6875,330021.90625,331077.40625,332141.5,333215.3125,334318.375,335494.0,336680.0,337891.8125,339115.21875,340351.90625,341590.09375,342822.0,344066.71875,341003.125,342225.5,343453.1875,344676.3125,345905.09375,347135.09375,348365.0,349595.40625,350836.40625,352073.3125,353312.0,354551.78125,355799.09375,357044.5,358290.71875,369460.375,370775.5,362048.0,363303.71875
Raleigh - NC,767141.125,768811.1875,770626.5625,772460.5,774359.625,776297.8125,778239.0625,780090.5,781876.5625,783681.5625,785499.3125,787392.8125,789392.8125,791429.0625,793507.3125,795593.0625,797637.3125,799679.0,801708.125,803741.0,794905.875,796930.4375,798971.6875,801017.8125,803069.5,805116.375,807161.8125,809205.6875,811253.75,813308.125,815356.3125,817410.25,819467.25,821521.1875,823569.5625,841050.0,843147.25,829732.625,831779.625
Reading - PA,185607.09375,185685.296875,185787.5,185870.0,185958.890625,186049.703125,186136.59375,186205.203125,186276.5,186354.203125,186433.90625,186527.40625,186634.203125,186754.0,186887.5,187026.5,187170.0,187311.203125,187443.6875,187567.796875,184841.90625,184974.90625,185108.703125,185246.203125,185380.703125,185510.890625,185635.703125,185757.203125,185878.6875,185995.796875,186114.0,186230.5,186347.5,186461.8125,186576.296875,188261.09375,188395.703125,186910.59375,187020.703125
Reno - NV,284317.40625,284775.5,285260.90625,285772.78125,286285.8125,286821.6875,287346.1875,287845.40625,288342.0,288827.09375,289295.5,289792.375,290343.1875,290919.71875,291519.40625,292133.5,292767.0,293396.90625,294021.5,294621.875,290032.09375,290604.1875,291187.1875,291758.0,292332.875,292896.21875,293452.78125,294006.0,294561.3125,295119.59375,295671.375,296225.8125,296779.125,297338.09375,297892.3125,300779.125,301378.375,299568.21875,300127.28125
Richmond - VA,737535.5,737993.6875,738604.375,739292.8125,740022.5,740782.3125,741515.0625,742269.3125,742977.4375,743692.6875,744397.375,745125.4375,745924.375,746762.5,747637.875,748530.1875,749439.8125,750348.6875,751235.0,752120.8125,736287.1875,737136.3125,737974.3125,738806.875,739636.125,740464.75,741287.5,742104.8125,742930.9375,743756.25,744576.875,745395.3125,746216.125,747033.375,747846.375,773163.0625,774011.75,750280.5,751086.9375
Rochester - NY,521061.28125,521039.1875,521043.28125,520905.875,520812.8125,520748.46875,520682.9375,520600.90625,520497.3125,520384.8125,520264.09375,520199.40625,520198.0,520198.96875,520232.96875,520271.90625,520349.5,520422.1875,520476.0625,520528.0625,511891.8125,511934.375,511973.78125,512021.59375,512061.21875,512107.3125,512149.28125,512188.0,512229.96875,512272.59375,512314.5625,512351.0625,512392.5625,512426.09375,512461.5,547865.1875,548057.125,512557.125,512592.09375
Sacramento - CA,1099610.0,1100929.0,1102420.0,1103947.0,1105558.0,1107199.0,1108856.0,1110534.0,1112165.0,1113739.0,1115293.0,1116973.0,1118858.0,1120759.0,1122706.0,1124657.0,1126625.0,1128590.0,1130538.0,1132510.0,1116806.0,1118766.0,1120721.0,1122683.0,1124628.0,1126571.0,1128488.0,1130408.0,1132318.0,1134215.0,1136119.0,1138015.0,1139927.0,1141814.0,1143704.0,1192393.0,1194415.0,1149351.0,1151221.0
Saint Louis - MO,1432263.0,1432070.0,1432156.0,1432208.0,1432439.0,1432740.0,1433058.0,1433494.0,1433948.0,1434447.0,1434929.0,1435530.0,1436279.0,1437040.0,1437863.0,1438723.0,1439610.0,1440455.0,1441251.0,1442074.0,1426512.0,1427293.0,1428053.0,1428811.0,1429559.0,1430296.0,1431033.0,1431749.0,1432477.0,1433197.0,1433916.0,1434640.0,1435374.0,1436085.0,1436789.0,1511209.0,1512047.0,1438922.0,1439624.0
Salem - OR,190187.1875,190426.796875,190706.890625,190971.0,191249.296875,191479.0,191680.296875,191857.609375,192038.40625,192218.703125,192429.203125,192681.203125,192977.0,193276.3125,193583.796875,193890.0,194213.390625,194542.09375,194870.0,195204.296875,194880.59375,195235.5,195589.09375,195948.296875,196305.796875,196666.0,197022.90625,197381.703125,197742.203125,198101.390625,198459.5,198816.1875,199177.59375,199536.0,199892.5,198241.0,198567.90625,200964.0,201319.0
Salinas - CA,150999.0,151109.40625,151232.1875,151393.40625,151574.0,151763.5,151949.90625,152138.5,152325.109375,152501.09375,152668.796875,152839.296875,153031.6875,153224.203125,153422.609375,153622.796875,153834.0,154043.0,154253.6875,154464.703125,152341.796875,152542.40625,152743.1875,152946.0,153145.90625,153347.59375,153544.796875,153743.890625,153939.296875,154132.296875,154327.390625,154518.703125,154712.59375,154902.609375,155095.09375,158376.296875,158592.703125,155662.796875,155850.59375
Salisbury - MD,57435.80859375,57474.62109375,57518.5390625,57561.76171875,57604.3828125,57646.87109375,57687.91796875,57726.5078125,57762.90234375,57794.98046875,57829.8203125,57873.2109375,57925.91015625,57979.16015625,58035.7265625,58092.12890625,58153.3203125,58213.55859375,58273.390625,58332.30859375,57391.25,57448.66796875,57505.390625,57563.609375,57621.02734375,57678.2421875,57734.58984375,57791.2578125,57847.640625,57902.72265625,57957.0,58010.76953125,58064.76953125,58117.5703125,58170.08984375,186514.609375,186812.5,58325.41015625,58376.3203125
Salt Lake City - UT,849687.375,851285.875,853083.9375,854728.25,856497.0625,858256.5625,860049.5,861880.1875,863661.3125,865443.5,867211.4375,869031.6875,870983.1875,872903.0625,874868.75,876847.0,878814.25,880764.3125,882693.5,884633.75,876045.0,877893.625,879748.25,881604.8125,883468.875,885313.8125,887163.8125,889010.6875,890874.6875,892727.1875,894580.8125,896435.9375,898301.25,900168.5,902038.0,932602.8125,934604.9375,907665.875,909549.9375
San Antonio - TX,1221083.0,1222977.0,1225159.0,1227560.0,1229900.0,1232214.0,1234432.0,1236639.0,1238861.0,1241140.0,1243457.0,1245881.0,1248420.0,1251053.0,1253745.0,1256454.0,1259184.0,1261934.0,1264671.0,1267366.0,1244584.0,1247163.0,1249751.0,1252320.0,1254884.0,1257440.0,1259993.0,1262542.0,1265078.0,1267629.0,1270162.0,1272707.0,1275241.0,1277783.0,1280307.0,1319352.0,1322188.0,1287907.0,1290426.0
San Diego - CA,1575287.0,1576465.0,1578024.0,1579683.0,1581486.0,1583227.0,1584854.0,1586497.0,1588128.0,1589779.0,1591361.0,1593071.0,1595074.0,1597101.0,1599193.0,1601297.0,1603454.0,1605608.0,1607755.0,1609881.0,1590520.0,1592631.0,1594745.0,1596866.0,1598965.0,1601056.0,1603113.0,1605174.0,1607215.0,1609247.0,1611281.0,1613306.0,1615347.0,1617350.0,1619360.0,1674717.0,1676880.0,1625372.0,1627345.0
San Francisco - CA,1145119.0,1146556.0,1148171.0,1149819.0,1151605.0,1153443.0,1155260.0,1156873.0,1158464.0,1160078.0,1161715.0,1163470.0,1165400.0,1167371.0,1169391.0,1171434.0,1173471.0,1175541.0,1177597.0,1179625.0,1164820.0,1166822.0,1168849.0,1170848.0,1172856.0,1174846.0,1176841.0,1178850.0,1180828.0,1182812.0,1184788.0,1186780.0,1188759.0,1190731.0,1192692.0,1264778.0,1267101.0,1198612.0,1200559.0
