Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1
Akron - OH,1,0.9993285399788296,0.9986093225645024,0.9978441330801269,0.9970329715257032,0.9961717316580814,0.9952581818233754,0.9942928576185183,0.9933659178604973,0.9924933411911354,0.991673788618101,0.9909122590460983,0.9901901851147972,0.9895123871965911,0.988876633637594,0.9882831922362725,0.9877293850079635,0.9872186933327287,0.9867518313398118,0.9863256747137725
Albany - NY,1,0.9994362024607741,0.9989456512352404,0.9986028282824955,0.9982795697153196,0.9979581646162504,0.997633121227935,0.9973027920231675,0.9970110424138031,0.9967938434105021,0.9966314933337617,0.9964664660253117,0.9963435879545441,0.9962637515320287,0.99623773433157,0.9962570927762385,0.9963227879235707,0.9964346824796327,0.9965886576264102,0.9967894500046199
Albuquerque - NM,1,1.0000830236358378,1.000080797981912,1.000070816261275,1.000074997792893,1.0000782351076942,1.0000537529145106,1.0000223239833161,1.000024549637242,1.0000741884641928,1.0001501979179614,1.0002792184015987,1.0004384538233801,1.0006322206030402,1.0008390715300217,1.0010768792797893,1.0013507021567194,1.0016586517271782,1.0020225124220152,1.0024325048527687
Anchorage - AK,1,0.9999478261712698,0.9999519046564065,0.9999965371352613,1.0000844169470753,1.0002083105521722,1.0003821463620566,1.0005912264397263,1.0008423995621092,1.001156596822737,1.001490032220802,1.001876103162896,1.0023295075860208,1.0028458591948408,1.0034147693951398,1.0040514747917684,1.0047577452933705,1.0055366590019361,1.0062854842635498,1.0071108773121644
Asheville - NC,1,1.0019491783064103,1.003765631737661,1.0054607845291694,1.0070499902712085,1.0085141843161403,1.0098530756006419,1.0110582960541854,1.012302591758804,1.0136026260897228,1.014964365845058,1.0163805344417414,1.0178298114913837,1.0193191097479,1.0207865782552121,1.0222933403110914,1.023840414637167,1.025423726346921,1.0270479324535169,1.028708594241283
Atlanta - GA,1,1.0021746335962545,1.004347126805111,1.0065011209514572,1.0086327939149398,1.0107415341563022,1.0128566955598581,1.0149550396338591,1.017093592413978,1.0192903943082818,1.0215567587930172,1.0238694473764354,1.0262422196918086,1.0286602459121659,1.031129335660444,1.0336453610466616,1.036200524945298,1.0387974263981927,1.041454870237485,1.0441618487565572
Augusta - GA,1,1.0009599578468908,1.001889822971309,1.0027931870852906,1.003686649722846,1.004548951831647,1.0053741719404972,1.0061587183373597,1.006966853545709,1.0078177010053104,1.0086946611821548,1.0095947248039945,1.0105152708917755,1.0114644536025552,1.0124400402504725,1.0134397981496663,1.0144677073053676,1.0155140603877457,1.0165793427632923,1.017662098332533
Austin - TX,1,1.0042357419399774,1.0084518003606626,1.012678079070211,1.016915335127057,1.0211321506061768,1.0253258758030497,1.0294991604221964,1.0337174900181845,1.0379838928247516,1.0423275155916185,1.0467589571368656,1.0512823812818817,1.0558591780465167,1.0605056241871085,1.0652467026319894,1.0700714360338617,1.074951813230656,1.079884805988635,1.0849275722195892
Bakersfield - CA,1,1.0000794898439815,1.0003219066455755,1.0006824012547961,1.001178940554187,1.001815199587905,1.0025587835222727,1.0034075826097182,1.0042947654916892,1.0052371420923836,1.006227838718101,1.0072760429792331,1.0083649449515817,1.009502643343566,1.010694310439555,1.0119322558693689,1.0132228088757216,1.0145566457354753,1.0159366248163073,1.0173564168755034
Baltimore - MD,1,0.9998543420426987,0.9996971294878232,0.9995546227844059,0.9994257715144856,0.9993025224736923,0.9991761221790151,0.9990490216056969,0.9989600862183062,0.9989268229828648,0.998947831342091,0.9990259124105482,0.999160015770275,0.9993525923965145,0.9996193985586865,0.9999432774300895,1.000323178592762,1.0007622533005882,1.001256299881723,1.0018207244662651
