Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Toledo - OH,308202.5,310106.90625,310140.0,308272.78125,309854.625,305620.09375,305558.6875,307673.1875,309269.5,309068.3125,309497.90625,309662.125,308940.71875,311438.375,311268.3125,311383.59375,310119.90625,260011.5,288582.09375,291129.09375,291688.0,291092.0,293729.5,295396.6875,297510.90625,299190.09375,300434.5,302479.5,304138.21875,304748.09375,305977.21875,303409.59375,305503.6875,305559.5,304927.0,306360.8125,308152.5,308731.0,308591.0,308438.5,308222.5,308049.28125,,307947.6875,307881.8125,307800.8125,307756.28125,307727.0,307697.21875,307676.6875,307668.6875,307634.1875,307583.09375,307550.8125,307575.59375,307587.71875,307611.59375,307648.71875,307700.0,307744.5,307773.40625,307780.5,302208.09375,302235.5,302263.40625,302297.21875,302329.71875,302364.6875,302391.59375,302417.5,302444.09375,302472.40625,302494.90625,302519.0,302543.40625,302562.8125,302576.6875,302591.3125,302606.0,302616.5,302618.59375
Trenton - NJ,264292.3125,264860.8125,266817.5,267176.5,267644.09375,269169.40625,270870.90625,270121.1875,271363.8125,278890.90625,277921.90625,279132.0,278685.6875,280168.0,281614.1875,282448.6875,282751.5,253714.703125,264251.59375,267157.28125,268886.40625,271477.21875,275702.5,278114.28125,283457.875,283350.40625,286433.6875,287587.09375,289449.1875,288563.1875,290446.6875,290933.0,292364.40625,294573.90625,294464.125,294688.375,296875.6875,297632.0,297969.6875,298274.8125,298444.6875,298637.59375,,298887.21875,299226.40625,299572.5,299933.5,300285.875,300612.3125,300936.09375,301210.0,301459.40625,301714.0,302013.5,302353.90625,302687.71875,303031.1875,303376.0,303737.5,304099.21875,304455.6875,304811.0,296790.71875,297111.90625,297432.59375,297755.3125,298076.5,298404.3125,298727.59375,299054.6875,299383.6875,299709.40625,300034.40625,300356.1875,300681.875,301006.28125,301330.6875,301654.125,301980.1875,302305.90625,302632.28125
Tucson - AZ,368400.3125,370845.0,371749.125,373827.40625,376732.40625,376524.28125,376333.59375,377350.8125,378891.0,380914.40625,382076.0,385338.09375,387856.8125,390030.59375,391734.3125,393188.0,393325.1875,361396.90625,370521.90625,372646.5,373994.0,378442.90625,384330.6875,387591.8125,392285.40625,393662.40625,394515.6875,397564.5,398700.5,400958.0,401293.09375,399853.5,403481.0,398619.8125,396284.6875,399439.6875,398834.6875,399929.40625,399306.40625,398943.0,398874.0,399051.3125,,399258.59375,399498.40625,399751.0,400032.8125,400322.90625,400610.59375,400895.6875,401171.125,401443.3125,401718.09375,402043.3125,402442.6875,402835.78125,403256.5,403680.78125,404110.6875,404534.59375,404950.0,405356.5,400539.21875,400939.5,401333.59375,401726.90625,402115.8125,402505.40625,402892.5,403274.8125,403657.1875,404032.28125,404409.90625,404783.90625,405160.5,405529.21875,405897.875,406262.6875,406629.59375,406987.5,407348.21875
Tulsa - OK,445982.78125,444149.6875,443897.875,444639.59375,443676.6875,447295.28125,450040.90625,449758.21875,454369.59375,454359.3125,456452.78125,459815.40625,460748.40625,461629.5,462870.90625,463691.8125,461462.875,423829.1875,436442.40625,437160.40625,438565.40625,440983.875,443343.1875,444623.90625,447731.5,451231.0,458566.71875,461098.78125,467715.40625,470226.5,472413.40625,474613.3125,478114.40625,477121.625,480154.6875,482685.5,485233.875,486614.8125,486773.09375,486801.21875,486783.59375,487031.8125,,487334.09375,487705.6875,487986.0,488356.40625,488714.125,489078.875,489453.1875,489843.6875,490220.0,490610.8125,491025.09375,491523.8125,492010.90625,492514.59375,493024.28125,493570.3125,494116.6875,494644.28125,495147.0,491342.28125,491784.5,492219.3125,492638.6875,493060.21875,493482.6875,493912.59375,494334.1875,494759.1875,495187.09375,495609.71875,496028.8125,496449.5,496866.40625,497282.5,497694.6875,498110.0,498521.09375,498937.40625
Vallejo-Fairfield - CA,133292.890625,133843.3125,134256.609375,135335.203125,135286.796875,136448.890625,137551.40625,137524.09375,138843.5,139995.0,140326.59375,141430.5,141589.5,141932.296875,142239.8125,141607.703125,142842.5,124931.5,129092.8046875,129494.3984375,130309.4921875,132641.5,134619.09375,137096.203125,138931.59375,139994.703125,140606.296875,139229.203125,140661.0,141434.296875,143540.296875,145049.5,145331.796875,144649.09375,144240.296875,144451.09375,144957.796875,144152.5,144364.703125,144453.703125,144517.203125,144648.890625,,144816.703125,144993.109375,145156.09375,145324.40625,145500.109375,145678.40625,145852.09375,146019.609375,146179.390625,146332.703125,146504.0,146704.890625,146909.609375,147123.90625,147343.90625,147568.6875,147791.3125,148010.5,148225.59375,144504.5,144722.5,144939.296875,145158.40625,145375.90625,145594.40625,145808.296875,146020.703125,146232.1875,146443.609375,146654.609375,146864.8125,147078.203125,147288.703125,147499.40625,147709.0,147919.6875,148130.59375,148338.8125
Ventura - CA,297731.8125,298969.90625,299799.8125,300286.5,301632.1875,304455.0,305358.71875,306574.59375,307372.59375,307702.59375,308432.09375,309129.40625,309473.3125,310972.1875,312934.28125,314183.6875,314286.8125,273208.0,286001.59375,290795.6875,290087.875,297053.0,301959.90625,307959.6875,310198.5,311169.59375,311142.90625,312307.8125,312398.71875,313539.875,314575.71875,315219.09375,316942.09375,315643.59375,317896.90625,316963.09375,317655.6875,318559.5,319465.59375,319816.59375,319966.09375,320068.0,,320220.3125,320445.40625,320697.21875,320954.8125,321201.8125,321455.5,321726.40625,321993.8125,322253.59375,322501.59375,322770.0,323089.8125,323411.28125,323746.625,324082.40625,324408.8125,324734.8125,325054.5,325366.78125,317676.78125,317997.71875,318318.59375,318652.09375,318978.90625,319301.21875,319617.8125,319932.09375,320243.09375,320551.78125,320861.3125,321171.8125,321482.09375,321788.5,322093.40625,322397.78125,322699.1875,323000.21875,323296.6875
Visalia - CA,120960.796875,121110.6015625,121489.1953125,122656.8984375,123735.5,125863.1953125,125522.296875,125040.1015625,125731.203125,125505.8984375,126337.1953125,127081.0,127111.0,127779.0,129045.3984375,129740.3984375,131441.796875,119405.0,123630.203125,125493.6015625,125609.203125,128179.0,132419.796875,133673.0,135901.3125,137432.40625,139409.109375,140028.796875,140128.09375,141634.09375,142773.796875,144315.59375,144898.296875,144849.390625,145109.40625,146391.0,146129.0,146091.40625,146308.5,146551.796875,146746.90625,146979.90625,,147210.609375,147464.5,147713.703125,147979.40625,148244.09375,148505.59375,148760.796875,149002.59375,149234.703125,149469.5,149717.890625,149983.09375,150251.609375,150528.109375,150808.203125,151095.59375,151382.59375,151665.796875,151950.703125,149668.5,149942.5,150213.390625,150487.3125,150756.609375,151025.40625,151289.59375,151554.09375,151817.796875,152078.40625,152340.296875,152601.390625,152864.203125,153123.703125,153383.109375,153641.6875,153901.0,154157.59375,154413.796875
Washington - DC,3150799.0,3168556.0,3187214.0,3204354.0,3220118.0,3228335.0,3233957.0,3241821.0,3259727.0,3271014.0,3278573.0,3282964.0,3298696.0,3313762.0,3313698.0,3333314.0,3340014.0,2968311.0,3085962.0,3110900.0,3126395.0,3155889.0,3199169.0,3231450.0,3242149.0,3257382.0,3288917.0,3299755.0,3319707.0,3335145.0,3340054.0,3350983.0,3373546.0,3385163.0,3402433.0,3410773.0,3416581.0,3415430.0,3404616.0,3378194.0,3374557.0,3374811.0,,3375611.0,3376845.0,3378440.0,3380101.0,3382042.0,3383991.0,3386149.0,3388478.0,3391313.0,3394324.0,3398312.0,3402620.0,3407284.0,3412168.0,3417129.0,3421948.0,3426642.0,3431245.0,3435862.0,3380241.0,3384584.0,3388846.0,3392978.0,3397014.0,3400981.0,3404898.0,3408763.0,3412597.0,3416413.0,3420225.0,3424037.0,3427840.0,3431621.0,3435409.0,3439202.0,3443017.0,3446811.0,3450606.0
Wichita - KS,294407.8125,294249.21875,293914.875,293531.40625,292943.78125,291705.59375,292363.3125,292892.09375,293594.6875,295245.3125,298806.09375,299407.71875,300386.8125,303379.40625,304204.71875,306016.59375,305886.28125,268887.3125,284661.09375,285327.90625,287021.0,290858.875,292529.90625,295097.59375,296611.6875,298491.3125,301498.6875,304378.5,307036.0,307478.90625,308710.125,310848.90625,312373.40625,313606.6875,314621.0,313016.5,314577.21875,314648.1875,313992.40625,313867.40625,313841.5,313793.78125,,313798.875,313872.71875,313921.5,313991.09375,314067.40625,314165.0,314268.59375,314376.8125,314487.625,314601.0,314754.90625,314929.0,315101.0,315276.3125,315466.1875,315652.90625,315830.6875,315999.21875,316170.5,312292.5,312454.5,312614.6875,312788.6875,312952.90625,313115.125,313272.875,313433.40625,313588.1875,313737.625,313883.90625,314040.90625,314193.78125,314335.78125,314478.21875,314626.0,314768.5,314902.5,315032.90625
Winston-Salem - NC,261932.1875,262965.90625,263958.1875,264847.09375,264881.09375,264242.71875,265372.90625,265493.8125,266305.3125,267932.40625,268295.90625,269077.40625,271829.1875,271909.21875,272817.90625,273514.90625,273484.1875,246011.203125,260129.390625,264456.6875,266052.78125,267147.875,267905.3125,268941.3125,271769.1875,273434.0,276689.78125,276559.375,276792.125,276707.6875,278082.3125,278022.625,278291.5,279180.78125,280324.1875,281945.59375,283390.5,285396.5,285514.8125,285585.0,285569.625,285624.21875,,285720.6875,285846.09375,285967.40625,286120.3125,286293.6875,286474.6875,286653.40625,286835.28125,287020.59375,287226.1875,287457.40625,287713.28125,287982.09375,288269.0,288559.375,288859.5,289160.0,289448.0,289707.5,286417.6875,286675.1875,286936.625,287203.875,287468.59375,287732.09375,287991.78125,288251.3125,288510.3125,288768.875,289024.0,289280.59375,289538.5,289794.59375,290046.125,290296.5,290547.90625,290796.6875,291040.8125
Worcester - MA,343669.71875,346011.1875,348142.78125,348370.90625,350034.5,351191.90625,353041.90625,353880.8125,354563.375,356432.71875,355995.90625,357071.90625,358134.1875,359193.21875,358081.90625,359086.21875,360456.5,307204.09375,326653.09375,334405.0,336724.625,341710.90625,347077.3125,349204.90625,354255.71875,355793.625,356570.59375,356851.8125,357997.8125,359097.1875,360433.90625,361122.5,361395.375,360621.0,360884.78125,361345.3125,360855.28125,360982.90625,361425.5,361914.78125,362139.3125,362405.3125,,362652.1875,362910.40625,363098.78125,363294.3125,363504.6875,363696.59375,363883.5,364059.125,364227.0,364407.1875,364645.90625,364936.09375,365236.78125,365563.8125,365893.5,366234.5,366569.21875,366894.40625,367195.8125,362302.40625,362607.09375,362908.125,363223.125,363533.125,363839.1875,364139.1875,364431.78125,364728.09375,365022.1875,365317.8125,365610.59375,365906.0,366198.6875,366492.40625,366783.375,367076.0,367365.375,367656.5
York - PA,182421.796875,183112.0,183796.5,184551.109375,185020.59375,185216.296875,185934.296875,185995.5,186433.703125,187026.390625,187057.6875,187275.5,187354.796875,187589.0,188353.703125,188943.609375,187945.40625,161674.0,176413.5,177704.796875,179313.09375,180829.40625,182135.609375,184423.5,187950.703125,189244.09375,189692.09375,190170.0,191656.0,191787.203125,192998.0,193655.109375,193453.40625,193800.40625,194314.890625,194117.703125,194615.59375,194732.796875,194879.296875,194914.703125,195019.609375,195170.203125,,195305.40625,195459.59375,195573.109375,195693.40625,195809.6875,195908.40625,195987.5,196074.09375,196178.40625,196290.296875,196405.8125,196536.703125,196678.09375,196836.109375,197000.5,197167.203125,197326.0,197477.203125,197622.0,195176.109375,195329.5,195480.890625,195635.09375,195783.90625,195924.703125,196058.59375,196190.90625,196323.703125,196449.40625,196576.203125,196699.796875,196823.703125,196941.796875,197060.390625,197177.40625,197295.90625,197407.890625,197521.296875
Youngstown - OH,176405.390625,175332.703125,175650.703125,174401.796875,172637.09375,172300.40625,170739.59375,171913.5,172090.0,173536.5,171469.609375,171161.5,170746.203125,169406.203125,169495.0,168342.5,167677.40625,143855.390625,155233.09375,155566.703125,156278.109375,158117.5,159676.890625,161391.40625,162342.1875,163920.59375,164417.609375,165549.109375,166208.5,165112.109375,166069.5,166666.796875,167208.296875,167622.0,167973.90625,167996.796875,168950.109375,169258.796875,169219.890625,169106.203125,168928.40625,168737.203125,,168587.796875,168461.0,168342.703125,168237.90625,168135.296875,168028.5,167914.703125,167803.5,167687.296875,167566.796875,167446.0,167345.5,167242.09375,167145.40625,167052.09375,166972.203125,166888.0,166797.5,166700.5,163339.796875,163248.59375,163155.703125,163064.0,162971.5,162878.90625,162783.0,162684.09375,162585.5,162485.3125,162382.796875,162279.0,162174.296875,162065.90625,161955.40625,161844.09375,161731.703125,161616.890625,161499.296875
