Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1
McAllen - TX,1359878016.0,1374326400.0,1371851648.0,1377265792.0,1379704832.0,1394712192.0,1405698944.0,1409850752.0,1448541312.0,1420205568.0,1429667968.0,1437262592.0,1426094720.0,1454164224.0,1471673600.0,1484989824.0,1506652160.0,1531419904.0,1559771392.0,1597201280.0,1654243968.0,1745974144.0,1826396544.0,1867602688.0,1799916288.0,1809563648.0,1759271296.0,1701395456.0,1633701888.0,1583219072.0,1557762048.0,1525539968.0,1505071872.0,1520140544.0,1518152448.0,1520599040.0,1522707456.0,1522379904.0,1522454528.0,1518319488.0,1519873920.0,1522796800.0,1522515968.0,1521414272.0,1522374528.0,1524129536.0,1530689024.0,1539148544.0,1548038656.0,1558056960.0,1568827648.0,1578808192.0,1588929024.0,1598914688.0,1608858496.0,1618014720.0,1626963712.0,1635767552.0,1644317952.0,1652736000.0,1661175680.0,1669480192.0
Melbourne - FL,3492100864.0,3602556416.0,3671388672.0,3904019456.0,3921658880.0,4261733376.0,4332160000.0,4417924608.0,4549054976.0,4623530496.0,4700329984.0,4763473920.0,4836960768.0,4886063104.0,4968738304.0,5212727808.0,5469573120.0,5550341632.0,5895887360.0,6078622720.0,6392108032.0,6941512704.0,7463355904.0,7481024512.0,7638706176.0,7681615872.0,7393446400.0,7292983808.0,6889179136.0,6679273984.0,6423972864.0,6613441024.0,6626317312.0,6647109632.0,6805547520.0,6686701568.0,6616128512.0,6633597952.0,6621495296.0,6590518784.0,6545046528.0,6538192896.0,6549645824.0,6538955264.0,6550459392.0,6572371456.0,6613456896.0,6664698368.0,6714584576.0,6771134464.0,6832273920.0,6888636416.0,6945702400.0,7001226752.0,7056463872.0,7106379264.0,7154837504.0,7202401792.0,7248363520.0,7294128128.0,7339316224.0,7384230400.0
Memphis - TN,6411209728.0,6414310912.0,6429590528.0,6485440512.0,6602580992.0,6630957568.0,6701191168.0,6748484608.0,6922182144.0,7054075392.0,7181585920.0,7245394432.0,7409394176.0,7590660096.0,7753856000.0,7805019648.0,8206946304.0,8337960960.0,8648268800.0,8992777216.0,9364641792.0,10009119744.0,10439958528.0,10669068288.0,10871362560.0,11027294208.0,10825061376.0,10427768832.0,10149435392.0,9861051392.0,9651685376.0,9470638080.0,9486676992.0,9488411648.0,9602062336.0,9661212672.0,9851274240.0,10058651648.0,9968760832.0,10078391296.0,10238056448.0,10277838848.0,10253065216.0,10296900608.0,10339888128.0,10373608448.0,10447107072.0,10534517760.0,10617942016.0,10707741696.0,10803335168.0,10891262976.0,10979860480.0,11067089920.0,11154349056.0,11233287168.0,11310092288.0,11384860672.0,11456774144.0,11527008256.0,11596171264.0,11663332352.0
Miami - FL,45594124288.0,46330359808.0,47003619328.0,47651999744.0,48393592832.0,49387040768.0,49309515776.0,49687453696.0,50187345920.0,50928922624.0,51770941440.0,52900642816.0,53478223872.0,54447046656.0,55269335040.0,56253235200.0,57262641152.0,57934540800.0,59223506944.0,61155942400.0,62987063296.0,66970320896.0,70713171968.0,74366730240.0,76642639872.0,78177001472.0,78954438656.0,75758329856.0,73629728768.0,71838367744.0,70350323712.0,69610889216.0,69826576384.0,70171287552.0,70652141568.0,71665115136.0,72629272576.0,72761974784.0,73056034816.0,74003529728.0,74656366592.0,74762190848.0,74850664448.0,74885062656.0,75057963008.0,75259822080.0,75683897344.0,76131721216.0,76514762752.0,77060186112.0,77703069696.0,78301724672.0,78902763520.0,79492890624.0,80078594048.0,80605675520.0,81115185152.0,81616248832.0,82101231616.0,82586910720.0,83072835584.0,83558645760.0
Milwaukee - WI,12957729792.0,13054147584.0,13124598784.0,13290320896.0,13391545344.0,13637430272.0,13877044224.0,13911671808.0,14096282624.0,14225516544.0,14378719232.0,14872031232.0,14841544704.0,14968204288.0,15162426368.0,15540902912.0,15764855808.0,16052355072.0,16327214080.0,16690951168.0,17245845504.0,18722686976.0,19143768064.0,19361652736.0,19841898496.0,19728211968.0,18706792448.0,18165680128.0,17956569088.0,17676144640.0,17329115136.0,17149255680.0,17187680256.0,17453254656.0,17437747200.0,18237511680.0,18455199744.0,18808621056.0,19000457216.0,18915112960.0,19207895040.0,19412033536.0,19278886912.0,19564187648.0,19692414976.0,19816058880.0,19945400320.0,20091029504.0,20182276096.0,20297539584.0,20432953344.0,20551811072.0,20671709184.0,20788396032.0,20905943040.0,21009455104.0,21110304768.0,21208537088.0,21303883776.0,21398030336.0,21492088832.0,21584300032.0
Minneapolis - MN,42630664192.0,43139215360.0,43591143424.0,43867586560.0,44570537984.0,45237583872.0,45939392512.0,45920284672.0,46275035136.0,47258030080.0,47899566080.0,48512581632.0,49115303936.0,50120515584.0,51653877760.0,51929088000.0,52774260736.0,53377966080.0,54181928960.0,55672553472.0,57430327296.0,59529424896.0,61660663808.0,62362910720.0,63120060416.0,62577627136.0,60981481472.0,58627452928.0,56246525952.0,54811529216.0,53163536384.0,52287791104.0,52423282688.0,52100976640.0,51830378496.0,52831932416.0,53649166336.0,54448377856.0,54720573440.0,56029007872.0,56134541312.0,56480374784.0,56223121408.0,56765034496.0,57036972032.0,57229787136.0,57535221760.0,57880555520.0,58170941440.0,58479382528.0,58810777600.0,59089068032.0,59374292992.0,59654635520.0,59940155392.0,60186619904.0,60424015872.0,60658126848.0,60883107840.0,61109633024.0,61332754432.0,61558263808.0
Mobile - AL,1484596736.0,1495850752.0,1495995648.0,1507165696.0,1531083136.0,1548526848.0,1566895488.0,1583471744.0,1589627136.0,1613459584.0,1622864000.0,1635260416.0,1708232192.0,1707716608.0,1702555648.0,1736280704.0,1787138432.0,1816225792.0,1864234880.0,1964774656.0,2038600192.0,2174473216.0,2235866880.0,2297307136.0,2336361472.0,2296187904.0,2257233664.0,2173593600.0,2051052160.0,2007355520.0,1950187264.0,1937061120.0,1922919040.0,1940761856.0,1895284992.0,1908626688.0,1978886656.0,1988377728.0,1988214656.0,1958465408.0,1965176960.0,1963634816.0,1967703040.0,1965173760.0,1970357376.0,1977373440.0,1990304512.0,2005716352.0,2020829824.0,2037616000.0,2055402496.0,2071984640.0,2088590208.0,2104763392.0,2120737024.0,2135193216.0,2149102848.0,2162624768.0,2175589120.0,2188390400.0,2200979456.0,2213379584.0
Modesto - CA,1767650432.0,1803667584.0,1829950720.0,1859347712.0,2022668928.0,2047166848.0,2073948416.0,2106694528.0,2013222016.0,2066088576.0,2248784896.0,2277992448.0,2337968128.0,2441433856.0,2479059712.0,2522041344.0,2592228096.0,2702562048.0,2784513792.0,2904646912.0,3013896192.0,3167347200.0,3279550720.0,3377078272.0,3434889472.0,3422024448.0,3330879232.0,3206157312.0,3109209344.0,3053285120.0,2979758080.0,3146964480.0,2943804672.0,2923185920.0,2937620224.0,2948616448.0,2965003008.0,2980066048.0,3097908480.0,3084599808.0,3087340800.0,3095561472.0,3091201280.0,3110702592.0,3126367744.0,3140773632.0,3163761408.0,3189045760.0,3212311808.0,3237732096.0,3265137920.0,3290132480.0,3315705088.0,3341224448.0,3366932224.0,3390302720.0,3413135872.0,3435870208.0,3458000896.0,3480042496.0,3502110720.0,3524189696.0
Montgomery - AL,1277729536.0,1287350272.0,1287485440.0,1288801024.0,1304954368.0,1329758848.0,1333989632.0,1333192704.0,1339118464.0,1346344320.0,1364926336.0,1378401024.0,1386377984.0,1409931648.0,1423252224.0,1439567360.0,1453713408.0,1454908928.0,1465078144.0,1525476480.0,1557112448.0,1635048832.0,1715305600.0,1788471168.0,1817395968.0,1869235200.0,1863272960.0,1784558720.0,1736680960.0,1711936384.0,1661092096.0,1640844544.0,1643245440.0,1667320576.0,1721993728.0,1736361984.0,1753444096.0,1767908864.0,1776774656.0,1767140864.0,1774426880.0,1776307840.0,1779366528.0,1777006080.0,1780821120.0,1786592640.0,1797641856.0,1811044608.0,1824307712.0,1839224448.0,1855194112.0,1870142848.0,1885139072.0,1899839360.0,1914363392.0,1927567360.0,1940314112.0,1952805248.0,1964827776.0,1976727808.0,1988385280.0,1999866496.0
Myrtle Beach - SC,2511565568.0,2513902336.0,2712332032.0,2634587136.0,2659744256.0,2708022528.0,2740722944.0,2800778496.0,2827480576.0,2880851200.0,2902746624.0,3076262144.0,3046130432.0,3120763392.0,3167779328.0,3197400064.0,3269985024.0,3335804672.0,3432486656.0,3463602432.0,3706838272.0,3948769024.0,4222228224.0,4393816576.0,4538215936.0,4731930624.0,4532975104.0,4528112640.0,4330292736.0,4107233792.0,4041952000.0,3891454720.0,3880506368.0,3891917568.0,3905091840.0,3914337792.0,3930712320.0,3983310848.0,3912535552.0,3813123584.0,3813224192.0,3810601472.0,3814666752.0,3809163520.0,3813466112.0,3823898624.0,3844835584.0,3871958784.0,3899213056.0,3930199040.0,3963814400.0,3995251712.0,4026909696.0,4057891328.0,4089031168.0,4117243648.0,4144805632.0,4171921152.0,4198292992.0,4224650240.0,4250719232.0,4276519168.0
Naples - FL,2551557632.0,2537064704.0,2749843200.0,2865218304.0,2897436416.0,2979023104.0,3104508416.0,3162463232.0,3211378432.0,3228309248.0,3271061504.0,3368596736.0,3455448576.0,3429679616.0,3509870080.0,3553908480.0,3609922560.0,3629838848.0,3721235712.0,3900008448.0,4322211840.0,4683157504.0,5111897600.0,5370890752.0,5595384320.0,5475580416.0,5415503872.0,5540512768.0,5275224576.0,4950410240.0,4863516160.0,4841995264.0,4778325504.0,4696652288.0,4692638720.0,4770388480.0,4797430784.0,4744771072.0,4717412352.0,4703637504.0,4711052288.0,4703964672.0,4708208640.0,4703354368.0,4708962816.0,4723009536.0,4750118912.0,4785030656.0,4819506688.0,4859105792.0,4902306304.0,4942085632.0,4982393856.0,5021777408.0,5061234688.0,5096500224.0,5130804224.0,5164455936.0,5196996096.0,5229474816.0,5261398528.0,5292931584.0
Nashville - TN,31652870144.0,32271151104.0,32600987648.0,32569077760.0,33111459840.0,33641115648.0,34014431232.0,33967951872.0,34455371776.0,35293085696.0,35718369280.0,36203175936.0,36782657536.0,38049566720.0,38905954304.0,39583965184.0,40428670976.0,40792576000.0,41541128192.0,42865340416.0,44740345856.0,47801544704.0,50597314560.0,51820052480.0,53701947392.0,54929485824.0,53200576512.0,51414089728.0,50035548160.0,48668172288.0,47517847552.0,46831042560.0,46879141888.0,47119601664.0,47147741184.0,47181533184.0,47625191424.0,47961210880.0,48255844352.0,48033120256.0,47548243968.0,47422918656.0,47468519424.0,47448322048.0,47506620416.0,47535726592.0,47799427072.0,48127631360.0,48433352704.0,48754671616.0,49123205120.0,49461997568.0,49801117696.0,50128920576.0,50452140032.0,50737049600.0,51014660096.0,51285704704.0,51548868608.0,51810586624.0,52074885120.0,52340895744.0
New Haven - CT,6089716224.0,6103846912.0,6132542464.0,6172186112.0,6290537472.0,6385516032.0,6567119360.0,6677894144.0,6753467904.0,6507355648.0,6528541184.0,6562076672.0,6673162752.0,6855755264.0,7014742016.0,7123825664.0,7218434560.0,7174401536.0,7314202112.0,7555267584.0,7757901312.0,8098509824.0,8416608768.0,8591427584.0,8653459456.0,8683743232.0,8476666368.0,8453735936.0,8141509120.0,7940630528.0,7643137024.0,7546450432.0,7521533440.0,7653303808.0,7722241536.0,7289670144.0,7470150144.0,7547837952.0,7741147136.0,7688306688.0,7737524224.0,7786322432.0,7759561216.0,7817197568.0,7860584448.0,7902217728.0,7965521408.0,8031897600.0,8090188800.0,8153855488.0,8222059520.0,8282998272.0,8344262144.0,8404558336.0,8464652288.0,8518701568.0,8570944000.0,8622501888.0,8672110592.0,8721514496.0,8770355200.0,8818619392.0
New Orleans - LA,5291037696.0,5322742272.0,5346117120.0,5356244992.0,5396542464.0,5499337216.0,5517166080.0,5618112512.0,5706102784.0,5711868416.0,5850808832.0,5865248768.0,5935191552.0,6051300352.0,6114640384.0,6174556160.0,6248938496.0,6316318720.0,6425589248.0,6712529408.0,6937437696.0,7233960960.0,7495866880.0,7632900096.0,7712782848.0,8429202432.0,8231094272.0,7926395904.0,8402937856.0,8090335232.0,7896515072.0,7752921088.0,7746738688.0,7748482560.0,7746522112.0,7490085376.0,7404504576.0,7392527360.0,7362836480.0,7120142848.0,7136839168.0,7140804096.0,7156766720.0,7133437440.0,7142846976.0,7159611392.0,7204835328.0,7266230272.0,7328128000.0,7397235712.0,7472916480.0,7544030720.0,7617408000.0,7689623552.0,7760677888.0,7824146944.0,7883948544.0,7940848640.0,7994141184.0,8045537280.0,8095174144.0,8143587840.0
New York - NY,578495774720.0,580543053824.0,585683763200.0,590204239872.0,596063551488.0,603505950720.0,610253209600.0,619637702656.0,621792722944.0,627222183936.0,621615513600.0,626453184512.0,637146824704.0,646512115712.0,653534232576.0,657780965376.0,661355233280.0,663725539328.0,668462350336.0,683545985024.0,702676533248.0,728400134144.0,750775304192.0,764785459200.0,764217524224.0,752832544768.0,735121440768.0,693009186816.0,664105844736.0,644319608832.0,628459896832.0,612827660288.0,604127494144.0,596472365056.0,597025816576.0,598900146176.0,605035167744.0,608294010880.0,605730504704.0,608391331840.0,609063796736.0,614300254208.0,612805246976.0,618680418304.0,623780954112.0,626256183296.0,630547677184.0,634174504960.0,638792892416.0,643539861504.0,648635940864.0,652909150208.0,657313955840.0,656771973120.0,660686700544.0,663741988864.0,666728529920.0,669647568896.0,672447594496.0,675229204480.0,677973393408.0,680704737280.0
Norfolk - VA,13911805952.0,14155833344.0,14180068352.0,14286960640.0,14333891584.0,14747429888.0,14898783232.0,14890093568.0,15048920064.0,15343143936.0,15410939904.0,15615642624.0,15940085760.0,16325583872.0,16501976064.0,16755919872.0,17083271168.0,17541212160.0,18129973248.0,18661769216.0,19591096320.0,20730603520.0,21716998144.0,22424860672.0,23040716800.0,23613650944.0,22968963072.0,22310187008.0,22014627840.0,21564721152.0,21146165248.0,20855678976.0,20806905856.0,20918659072.0,20944488448.0,20939403264.0,21205872640.0,21486522368.0,21727410176.0,21629554688.0,21850980352.0,22089363456.0,21939251200.0,22217603072.0,22348124160.0,22496784384.0,22684207104.0,22887811072.0,23077672960.0,23279464448.0,23490588672.0,23686164480.0,23882858496.0,24075776000.0,24268595200.0,24443121664.0,24613423104.0,24780900352.0,24942817280.0,25102493696.0,25262168064.0,25420009472.0
Northern New Jersey - NJ,32097542144.0,31968542720.0,32512102400.0,32615540736.0,32766488576.0,32951394304.0,33067687936.0,33294184448.0,33471232000.0,34306942976.0,34465046528.0,34549518336.0,35285331968.0,35972382720.0,36330164224.0,36464582656.0,36670734336.0,37319127040.0,37950738432.0,38915903488.0,40765083648.0,41887862784.0,43776458752.0,45336854528.0,45872791552.0,45776732160.0,45388976128.0,43765886976.0,42067861504.0,40720723968.0,39588323328.0,39067332608.0,39121555456.0,39218868224.0,39448485888.0,40024047616.0,40776753152.0,42639757312.0,42578866176.0,44084350976.0,43901308928.0,43802877952.0,44028846080.0,43673882624.0,43727409152.0,43849129984.0,44086751232.0,44378730496.0,44643758080.0,44931403776.0,45242011648.0,45520113664.0,45797744640.0,46065635328.0,46331019264.0,46561943552.0,46782525440.0,47000018944.0,47207669760.0,47415721984.0,47622053888.0,47825711104.0
Northwest Arkansas - AR,4269967616.0,4314619392.0,4363686400.0,4340427776.0,4496198656.0,4502710784.0,4550383104.0,4567215616.0,4550823424.0,4760797696.0,4808029184.0,4929042944.0,4918615040.0,4990111232.0,5098625536.0,5179492352.0,5293090816.0,5387567104.0,5517156864.0,5637702144.0,5849945600.0,6100935168.0,6294064640.0,6651421696.0,6791913472.0,6953421312.0,6887851008.0,6838845440.0,6627707904.0,6469985792.0,6556724736.0,6478039552.0,6425010688.0,6484202496.0,6718503424.0,6755472384.0,6848587264.0,7248687104.0,7541832192.0,7624825856.0,7630925824.0,7633720832.0,7751964160.0,7634594816.0,7648653824.0,7673856512.0,7721612800.0,7780635648.0,7838379008.0,7903966720.0,7975094272.0,8040915456.0,8107666432.0,8173112832.0,8238048768.0,8296677376.0,8353592832.0,8409658368.0,8463797248.0,8517561344.0,8570564096.0,8622871552.0
Ocala - FL,1295475456.0,1309054976.0,1328740224.0,1330372992.0,1369499136.0,1407810944.0,1433718912.0,1438713216.0,1463193472.0,1494157312.0,1502927616.0,1637538688.0,1652630272.0,1687192192.0,1701614848.0,1723650176.0,1815133824.0,1830452096.0,1892961024.0,1967433856.0,2046677632.0,2172023040.0,2295731456.0,2367032320.0,2393565440.0,2391429632.0,2525925632.0,2413758208.0,2331148032.0,2253665280.0,2173255168.0,2128257792.0,2143455488.0,2166576128.0,2163847680.0,2167255040.0,2241499904.0,2235716352.0,2217669632.0,2202205952.0,2194624768.0,2206097152.0,2200297472.0,2206246656.0,2209583872.0,2216337152.0,2229366272.0,2245832192.0,2262011392.0,2280356352.0,2300195328.0,2318546176.0,2337051136.0,2355129344.0,2373107200.0,2389372160.0,2405107456.0,2420651008.0,2435707136.0,2450717952.0,2465415936.0,2480020736.0
Ogden - UT,4468134912.0,4530163712.0,4561648128.0,4585081856.0,4657221632.0,4728917504.0,4843107328.0,4919989248.0,5133645312.0,5223323648.0,5441049088.0,5616067584.0,5622876160.0,5763375616.0,5924524544.0,6030003712.0,6169889280.0,6283863040.0,6476032512.0,6722091520.0,7042411520.0,7402174976.0,7914127360.0,8765820928.0,8994866176.0,9067886592.0,8811241472.0,8501233152.0,8221733376.0,7942304256.0,7977389056.0,7838097920.0,7795634176.0,7781187584.0,7819487232.0,7813570048.0,7873019904.0,7981967872.0,7948360704.0,7915645440.0,7958947840.0,7909917696.0,7944059392.0,7894276096.0,7897624064.0,7905525760.0,7940229120.0,7987660288.0,8035465216.0,8091695616.0,8154711552.0,8210034688.0,8267152896.0,8323186688.0,8379905536.0,8430365696.0,8479435264.0,8527882752.0,8574727680.0,8621104128.0,8667547648.0,8713800704.0
Oklahoma City - OK,6318238720.0,6415762944.0,6367665664.0,6400509440.0,6438872576.0,6560817152.0,6658819072.0,6738317824.0,6772892672.0,6872233984.0,7028545536.0,7106549760.0,7236668416.0,7423947776.0,7526834688.0,7637807616.0,7902359552.0,8002161664.0,8187760640.0,8483447296.0,8867210240.0,9329393664.0,9597009920.0,9967006720.0,10024339456.0,10176115712.0,9974644736.0,9614597120.0,9376370688.0,9306724352.0,9165249536.0,8961771520.0,8897036288.0,9010053120.0,9026896896.0,9090731008.0,9205632000.0,9348962304.0,9452391424.0,9340649472.0,9313636352.0,9355278336.0,9359194112.0,9383099392.0,9419713536.0,9461121024.0,9524288512.0,9601625088.0,9678313472.0,9761918976.0,9850541056.0,9932381184.0,10013882368.0,10092838912.0,10170258432.0,10239455232.0,10305402880.0,10369443840.0,10430614528.0,10490037248.0,10548041728.0,10605667328.0
Omaha - NE,7157093888.0,7356051456.0,7299156480.0,7336446976.0,7442961920.0,7586079232.0,7696520192.0,7772861952.0,7820739584.0,7926775296.0,8092992000.0,8241686016.0,8411523584.0,8546607616.0,8650002432.0,8952549376.0,9081007104.0,9215788032.0,9386702848.0,9591311360.0,9985181696.0,10641557504.0,11040658432.0,11447813120.0,11519465472.0,11328634880.0,11117469696.0,10816627712.0,10726814720.0,10448690176.0,10201062400.0,10049888256.0,10065551360.0,10181901312.0,10272533504.0,10323740672.0,10402188288.0,10476532736.0,10514734080.0,10620322816.0,11218528256.0,11284727808.0,11287483392.0,11303958528.0,11342685184.0,11380241408.0,11447889920.0,11525447680.0,11593926656.0,11671869440.0,11757995008.0,11835708416.0,11914530816.0,11992815616.0,12071528448.0,12141145088.0,12208188416.0,12273565696.0,12336478208.0,12398259200.0,12458760192.0,12518654976.0
Orange County - CA,79283011584.0,80967270400.0,82715017216.0,83149971456.0,84436869120.0,85842403328.0,87053729792.0,87758880768.0,88527921152.0,90309328896.0,91594432512.0,92614787072.0,93870956544.0,95883714560.0,97592737792.0,99708534784.0,100912332800.0,102263169024.0,104938242048.0,108844466176.0,113629347840.0,121027010560.0,128500973568.0,131682336768.0,133602959360.0,133226487808.0,130835505152.0,126282293248.0,121960407040.0,119834820608.0,117325217792.0,115776675840.0,114630623232.0,115314065408.0,115742187520.0,115738796032.0,116757635072.0,117828116480.0,118226395136.0,117160517632.0,117467529216.0,118059065344.0,117713403904.0,118646243328.0,119443693568.0,120140005376.0,121153945600.0,122277183488.0,123272642560.0,124358000640.0,125525368832.0,126597996544.0,127690088448.0,128766967808.0,129848295424.0,130844491776.0,131824320512.0,132799520768.0,133752799232.0,134708453376.0,135671332864.0,136637964288.0
Orlando - FL,35541721088.0,36395143168.0,36783398912.0,37220970496.0,37891657728.0,38862397440.0,39477137408.0,40323768320.0,41201754112.0,42162225152.0,42907570176.0,43461779456.0,44547031040.0,45843619840.0,46799736832.0,47663476736.0,48754950144.0,49335828480.0,50473291776.0,52420198400.0,55190650880.0,60267581440.0,64308424704.0,67054526464.0,68990705664.0,70821191680.0,69064785920.0,67460259840.0,65536606208.0,63271026688.0,61490085888.0,60529094656.0,60174635008.0,60568657920.0,60134395904.0,60569092096.0,61263433728.0,61592322048.0,60592545792.0,60517105664.0,60403867648.0,60191834112.0,60525387776.0,60095877120.0,60165251072.0,60161949696.0,60471586816.0,60912177152.0,61325815808.0,61812039680.0,62361939968.0,62875344896.0,63400849408.0,63922499584.0,64445554688.0,64926343168.0,65396019200.0,65857777664.0,66307768320.0,66754383872.0,67199385600.0,67643301888.0
Palm Beach - FL,16045606912.0,16305364992.0,16535265280.0,16576177152.0,16907446272.0,17071332352.0,18043863040.0,18152562688.0,18432765952.0,18728919040.0,19021027328.0,19497834496.0,19812810752.0,20177659904.0,20737570816.0,21227925504.0,21953136640.0,22081888256.0,22794565632.0,23869718528.0,25560782848.0,27658160128.0,30144051200.0,30399451136.0,31004022784.0,31440261120.0,30891575296.0,30107195392.0,29116809216.0,28979851264.0,28326979584.0,27959592960.0,27985231872.0,28173481984.0,28355852288.0,28869681152.0,29013264384.0,29252876288.0,29457674240.0,30065354752.0,30525935616.0,30766360576.0,30561964032.0,31077101568.0,31287330816.0,31428562944.0,31635507200.0,31853948928.0,32058425344.0,32267565056.0,32485068800.0,32677855232.0,32871215104.0,33059332096.0,33248094208.0,33415454720.0,33580171264.0,33747226624.0,33912754176.0,34081986560.0,34256207872.0,34435407872.0
Pensacola - FL,2283984640.0,2324802304.0,2371088384.0,2376280832.0,2412420096.0,2534430976.0,2561781504.0,2569841920.0,2638508032.0,2736131072.0,2812248320.0,2874742272.0,2962127104.0,3049050624.0,3195261184.0,3182170624.0,3265136640.0,3348381440.0,3449686272.0,3570148864.0,3727201280.0,4010231040.0,4323433984.0,4487894528.0,4547715584.0,4759744000.0,4656201728.0,4534361088.0,4435934720.0,4311589888.0,4182192640.0,4082771968.0,4077814528.0,4140805376.0,4115346688.0,4111103232.0,4210945536.0,4423079936.0,4400739328.0,4376393216.0,4398259712.0,4411081216.0,4407197696.0,4410696704.0,4416776192.0,4429760512.0,4454587392.0,4486544896.0,4518119936.0,4554022400.0,4593063424.0,4629105152.0,4665827328.0,4701675520.0,4737339904.0,4769575936.0,4800963584.0,4831810048.0,4861700096.0,4891559424.0,4920828416.0,4949976064.0
Philadelphia - PA,58344456192.0,58964873216.0,58876452864.0,59395239936.0,59840389120.0,60678320128.0,61480718336.0,61647126528.0,62312148992.0,63837356032.0,64688435200.0,66417233920.0,66949922816.0,69021351936.0,69275803648.0,69878890496.0,70817587200.0,71457415168.0,73454919680.0,75249803264.0,78023393280.0,82730614784.0,86206259200.0,91202863104.0,92000198656.0,91824365568.0,89703104512.0,85937430528.0,82976374784.0,81335500800.0,79310921728.0,77914841088.0,77648109568.0,78457077760.0,78878392320.0,79007809536.0,80082370560.0,81349353472.0,80749486080.0,80504135680.0,81178034176.0,81597095936.0,81383694336.0,81886642176.0,82279579648.0,82550398976.0,83029573632.0,83590643712.0,84083073024.0,84615880704.0,85196038144.0,85709512704.0,86236299264.0,86760267776.0,87295205376.0,87772143616.0,88240070656.0,88706211840.0,89157664768.0,89603923968.0,90048069632.0,90492018688.0
Phoenix - AZ,62771392512.0,63577583616.0,64695640064.0,65641975808.0,66948214784.0,68299915264.0,69563154432.0,70959046656.0,72556044288.0,74835312640.0,77060538368.0,78518460416.0,81274142720.0,83744038912.0,86554329088.0,89270566912.0,91600003072.0,93673005056.0,97406148608.0,103535583232.0,109927522304.0,118954426368.0,128594558976.0,136216461312.0,140012027904.0,143619719168.0,140634374144.0,136096890880.0,131859709952.0,127893848064.0,124718686208.0,122862321664.0,122556399616.0,122061160448.0,121835970560.0,121814466560.0,122119561216.0,122741456896.0,121754263552.0,120753340416.0,120901246976.0,120107499520.0,120582799360.0,119941390336.0,120140922880.0,120318500864.0,121067872256.0,122044563456.0,123017011200.0,124123807744.0,125331464192.0,126449467392.0,127585304576.0,128712843264.0,129845821440.0,130900221952.0,131941580800.0,132981612544.0,134006521856.0,135029932032.0,136055742464.0,137082028032.0
Pittsburgh - PA,10473779200.0,10889998336.0,10780806144.0,10814920704.0,10887602176.0,11052745728.0,11166734336.0,11177832448.0,11281003520.0,11825978368.0,11956643840.0,12715235328.0,12791854080.0,13147247616.0,13329156096.0,13415227392.0,13402920960.0,13567992832.0,13962184704.0,14481313792.0,15001055232.0,15733476352.0,16345658368.0,16613468160.0,18039521280.0,17871106048.0,16280316928.0,15590595584.0,15070255104.0,14559796224.0,14170805248.0,13731235840.0,13698980864.0,14229259264.0,14256796672.0,14264531968.0,14283719680.0,14501592064.0,14506017792.0,14280095744.0,14523233280.0,14579329024.0,14567516160.0,14588042240.0,14593059840.0,14621008896.0,14683611136.0,14761653248.0,14828306432.0,14901684224.0,14983591936.0,15054731264.0,15129282560.0,15205002240.0,15282038784.0,15328989184.0,15384935424.0,15446705152.0,15504495616.0,15560994816.0,15615799296.0,15670595584.0
Port St. Lucie - FL,1886390912.0,1905385728.0,1929842048.0,1995626624.0,2073300608.0,2078161664.0,2122283392.0,2164672768.0,2190010624.0,2224664320.0,2254873088.0,2289462784.0,2326914816.0,2356335104.0,2406977536.0,2452417792.0,2494293760.0,2542444800.0,2605714688.0,2715770368.0,2940921088.0,3144240896.0,3300088064.0,3397485312.0,3400796672.0,3411227136.0,3376716544.0,3488430080.0,3363195392.0,3277809408.0,3066768640.0,3019608576.0,3011522816.0,3016978688.0,3056640000.0,3305405440.0,3336204032.0,3352977152.0,3347444480.0,3373689088.0,3420531968.0,3408451328.0,3416903168.0,3409050368.0,3414916864.0,3426756096.0,3448092672.0,3475115264.0,3501832192.0,3532213248.0,3565187072.0,3595740160.0,3626801152.0,3657209344.0,3687685376.0,3715223296.0,3742210560.0,3768796928.0,3794636032.0,3820465664.0,3845861632.0,3871198976.0
