Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Baton Rouge - LA,54171.01171875,53525.55078125,52856.05078125,52487.0,53630.6484375,54912.37109375,56240.1796875,57400.98828125,57499.3203125,57574.55859375,57630.75,57843.0,58929.359375,59804.87890625,60449.62890625,60745.98828125,59818.53125,58010.66015625,56989.9609375,56028.3203125,55479.41015625,56476.6484375,57171.94921875,58276.0,60182.19921875,61712.0390625,63139.140625,64222.0,64375.98828125,64288.05078125,64246.48828125,64550.0,65788.2109375,67285.75,68428.7734375,69293.0,69681.703125,69857.0234375,70119.4921875,70506.1484375,70676.8671875,70931.8515625,71251.796875,71619.578125,72322.046875,73114.0703125,74019.421875,74896.59375,75736.7265625,76571.96875,77355.4296875,78143.2578125,78941.8515625,79743.1015625,80569.296875,81399.1015625,82220.2109375,83034.8515625,83838.359375,84632.921875,85419.25,86196.03125,86971.3984375,87749.5234375,88529.4765625,89316.8671875,90104.5234375,90900.90625,91709.0703125,92522.921875,93344.328125,94157.546875,94960.0,95748.296875,96518.8203125,97274.9609375,98018.453125,98750.21875,99474.59375,100196.359375
Beaumont - TX,50026.48046875,49919.6484375,49586.5,49364.0,49345.859375,49556.078125,49728.2109375,49875.0,49619.51171875,49496.671875,49783.171875,50377.98828125,52403.48046875,54611.640625,56734.30078125,58818.0,59540.671875,58884.05078125,58422.01953125,57952.578125,57947.7890625,59426.33984375,60615.05859375,61429.01171875,61460.5703125,60960.0390625,60404.078125,60067.01171875,60541.609375,61232.9296875,62044.078125,62896.0,63584.5390625,64343.1015625,65031.390625,65774.9921875,66561.4609375,67196.609375,67815.0234375,68327.609375,68721.046875,69157.5390625,69579.7421875,70054.6484375,70725.9765625,71454.84375,72246.65625,73021.5,73790.3203125,74562.4765625,75314.4921875,76078.2265625,76869.3125,77676.5625,78509.21875,79354.1328125,80200.4765625,81053.390625,81911.53125,82775.6875,83642.046875,84510.296875,85382.546875,86261.5078125,87146.59375,88041.3828125,88941.546875,89850.5,90774.9609375,91705.4609375,92643.8125,93579.9765625,94505.3828125,95424.6796875,96334.4921875,97236.71875,98129.9609375,99016.7421875,99900.65625,100785.296875
Birmingham - AL,51869.98828125,52102.66015625,52144.44140625,52226.0,52366.26953125,52534.76171875,52746.7109375,53107.0,53780.98828125,54574.01953125,55521.8203125,56408.98828125,57260.3203125,57901.62109375,58221.48046875,58366.0,57979.01171875,56747.28125,56308.83984375,56108.87890625,56339.98828125,58016.1015625,59345.58984375,60725.0,62537.109375,64081.21875,65685.0703125,67241.9921875,67967.6015625,68493.75,68821.4375,69284.0,70607.4296875,72132.5078125,73684.4765625,74954.0,75750.8984375,76302.65625,76786.8984375,77191.140625,77332.796875,77519.65625,77654.59375,77996.0078125,78663.671875,79431.6875,80319.0703125,81182.2109375,82012.0625,82836.4609375,83604.1796875,84376.453125,85163.046875,85952.9765625,86771.6484375,87597.5078125,88417.59375,89234.4375,90043.2109375,90847.34375,91648.359375,92446.46875,93248.0234375,94055.3203125,94867.4296875,95688.109375,96510.5234375,97342.5,98188.140625,99039.53125,99898.90625,100752.1015625,101598.8671875,102437.890625,103265.9765625,104086.5703125,104898.15625,105701.5234375,106501.6875,107302.53125
Boise - ID,52605.30078125,53497.921875,54387.4609375,55162.0,55017.5,54969.7890625,54954.12109375,55324.0,56724.55078125,58166.4609375,59760.1796875,61407.0,62856.890625,64251.16015625,65507.46875,66466.0,66823.2578125,66041.6875,65915.5,66416.90625,67257.8984375,69574.1328125,71439.4765625,73343.0,75458.3984375,77433.640625,79459.8515625,80928.0,81695.9921875,82060.9375,82204.7578125,82526.0078125,83627.5234375,85216.3671875,86930.609375,88695.0,89919.0625,90750.59375,91437.9609375,91899.53125,92251.359375,92630.75,92998.9296875,93478.390625,94380.96875,95423.5078125,96610.6875,97761.0078125,98848.8125,99921.53125,100926.390625,101928.4609375,102939.0703125,103946.7109375,104978.8671875,106015.6796875,107045.5390625,108071.2109375,109088.1015625,110099.6328125,111105.4765625,112108.4765625,113115.390625,114131.78125,115156.5625,116192.5703125,117231.9921875,118282.3203125,119348.171875,120420.6015625,121504.453125,122583.2421875,123649.65625,124701.9921875,125734.25,126750.0703125,127752.53125,128743.46875,129728.90625,130713.390625
Boston - MA,79668.2734375,80479.546875,81551.1328125,82380.0078125,83200.6875,84062.1015625,84819.609375,85691.0,86507.828125,87179.9765625,87855.7421875,88711.0,90358.1484375,91947.0078125,93322.34375,94430.0,94449.078125,92809.0625,92078.7890625,92324.0390625,92886.3984375,95975.328125,98748.8984375,100750.0,102350.3203125,103128.96875,103557.46875,104299.0,105555.28125,107240.5234375,109012.0078125,110697.0,112715.2734375,114678.90625,116425.8828125,117825.0,118888.9765625,119559.2734375,120250.546875,120989.1328125,121342.7421875,121854.5,122448.5703125,123213.796875,124475.953125,125875.296875,127423.0390625,128934.75,130393.4921875,131847.40625,133237.1875,134632.671875,136044.046875,137458.921875,138904.125,140355.5,141794.625,143225.890625,144644.609375,146055.3125,147460.203125,148855.953125,150251.546875,151652.0,153057.796875,154475.53125,155897.0,157331.921875,158783.984375,160244.734375,161717.875,163184.3125,164627.671875,166050.46875,167446.5625,168819.796875,170181.859375,171530.953125,172874.765625,174219.765625
Brownsville-Harlingen - TX,34786.13671875,35556.67578125,36357.6015625,37061.0,37230.7890625,37276.8359375,37112.01953125,36975.0,37168.5,37428.2265625,37881.6953125,38378.0,39054.52734375,39752.9453125,40413.01171875,41123.0,41603.28125,41633.51953125,42038.21875,42627.3984375,43537.578125,45305.62890625,46767.62109375,48115.01171875,49113.44921875,49698.87890625,50319.48828125,50649.0,51174.37890625,51583.7109375,51794.78125,52210.01171875,52357.390625,52571.2890625,52902.1796875,53266.98828125,53847.859375,54459.16015625,55109.76953125,55600.5390625,55918.51953125,56251.05859375,56494.30078125,56838.16015625,57364.48046875,57937.890625,58586.05078125,59223.1796875,59851.6484375,60482.7109375,61086.21875,61699.5703125,62340.421875,62994.1796875,63675.078125,64370.37890625,65063.5703125,65760.109375,66456.1171875,67151.4765625,67845.5703125,68538.96875,69235.8671875,69938.8671875,70647.2265625,71365.7421875,72089.03125,72823.078125,73572.609375,74328.71875,75092.9609375,75854.3671875,76609.3984375,77358.7109375,78099.6328125,78834.5625,79560.5078125,80280.1171875,80997.2734375,81714.9375
Buffalo - NY,52365.2109375,52801.55078125,53089.140625,53487.0,53890.76953125,54295.05078125,54764.3984375,55448.0,55536.078125,55731.140625,56088.62109375,56195.0,57257.94921875,58334.91015625,59158.33984375,60105.0,60480.26171875,59733.28125,59850.94921875,59892.8515625,59956.05078125,61189.69921875,61825.0390625,62794.0,64411.109375,65914.0703125,67424.25,68698.0,69026.0234375,69422.3984375,69753.6171875,69861.0078125,70521.1484375,71222.296875,71703.140625,72300.0,72920.09375,73326.2890625,73887.7421875,74529.4609375,74815.3515625,75253.2109375,75702.609375,76165.7109375,76856.671875,77589.578125,78394.6875,79172.0234375,79942.1484375,80713.1484375,81447.703125,82188.75,82949.328125,83718.9609375,84514.75,85320.84375,86121.0234375,86917.6875,87708.7109375,88496.7578125,89284.34375,90071.7265625,90863.28125,91662.40625,92464.96875,93275.8984375,94090.1328125,94912.7578125,95749.671875,96592.1484375,97442.8125,98288.96875,99123.5078125,99947.9609375,100756.921875,101552.5234375,102334.7890625,103104.9765625,103868.328125,104629.09375
Canton - OH,49696.71875,50062.75,50431.9609375,50811.0,50951.62109375,51102.078125,51158.94140625,51198.01171875,51114.640625,51047.609375,51282.640625,51624.0,52732.19140625,53866.3984375,54819.0,55705.98828125,55642.8515625,54913.48828125,54691.53125,54565.62109375,55125.01171875,56558.6484375,57603.2890625,58809.98828125,60340.21875,61836.9296875,63399.140625,64546.0,64507.48828125,64204.6015625,63818.1796875,63774.0,64982.1796875,66538.90625,68155.546875,69597.0,70429.171875,71060.8671875,71684.34375,72163.4375,72419.3203125,72613.4375,72679.828125,72925.8828125,73474.1796875,74115.453125,74850.921875,75575.0078125,76279.1796875,76984.6796875,77658.046875,78339.4375,79045.0390625,79758.2734375,80493.8671875,81234.1328125,81967.46875,82698.8203125,83425.140625,84151.4921875,84875.671875,85599.4765625,86327.5078125,87061.1328125,87799.59375,88546.25,89295.171875,90052.4375,90822.6171875,91597.453125,92378.7734375,93155.2109375,93923.2578125,94683.9296875,95433.96875,96175.3515625,96905.75,97626.15625,98341.46875,99055.453125
Charleston - SC,56960.5,57318.421875,57420.5390625,57658.98828125,58148.62109375,58867.55859375,59711.01171875,60546.0,61288.078125,62132.140625,63111.87109375,64283.0,66175.6484375,67859.609375,69309.8984375,70505.0,70215.140625,68629.140625,67828.921875,67276.2890625,67372.2734375,69440.2734375,71179.3515625,72718.9921875,74649.65625,76051.1796875,77348.78125,78927.0078125,80434.7890625,82081.140625,83658.96875,85165.0,86724.2265625,88094.8984375,89219.1015625,90307.0078125,91149.5703125,91891.0234375,92571.71875,92979.6875,93120.7265625,93222.65625,93382.28125,93694.71875,94349.7109375,95146.609375,96087.0,97021.8203125,97931.421875,98836.8203125,99695.890625,100560.5625,101441.7734375,102328.8828125,103241.53125,104161.1015625,105074.2421875,105984.859375,106890.15625,107793.171875,108701.6171875,109614.46875,110537.15625,111471.171875,112409.328125,113354.5390625,114300.7890625,115254.578125,116221.4609375,117194.09375,118174.3828125,119149.3203125,120104.9765625,121045.7578125,121967.1796875,122871.5234375,123764.3984375,124646.40625,125522.6015625,126398.4296875
Charlotte - NC,56020.73828125,57300.37109375,58683.94140625,59979.01171875,60532.80078125,60941.05078125,61074.80078125,61156.0,61170.73046875,61288.87109375,61577.7890625,62068.0,63216.76953125,64372.51171875,65479.6015625,66399.0,66813.9765625,66071.21875,66076.75,66360.640625,66583.671875,68387.8828125,69693.78125,71041.0,73000.921875,74468.3671875,75869.8203125,77154.0,78089.6171875,79136.578125,80237.28125,81261.9921875,82483.4296875,83762.3984375,84866.296875,85937.9921875,86779.109375,87303.0234375,87854.296875,88432.46875,88732.578125,89229.359375,89658.3671875,90061.1875,90782.921875,91610.4296875,92545.3203125,93471.71875,94368.6484375,95260.3828125,96106.6875,96952.046875,97810.25,98671.0390625,99552.6484375,100440.1015625,101322.2734375,102202.7109375,103078.1796875,103950.5234375,104822.09375,105692.4765625,106566.28125,107445.5234375,108327.3671875,109216.6171875,110108.953125,111009.5,111923.09375,112842.03125,113768.0703125,114688.9296875,115599.21875,116502.2734375,117394.6796875,118279.9921875,119158.25,120030.0390625,120900.6015625,121772.65625
Chattanooga - TN,47497.7109375,46997.109375,46661.55078125,46537.0,47179.0390625,48124.8984375,49061.421875,50250.01171875,51352.48046875,52482.30859375,53754.4609375,54732.0,55197.640625,55422.359375,55384.58984375,55365.98828125,55873.76953125,55472.55078125,55938.7109375,56781.87890625,57408.4609375,59457.46875,60967.19140625,62385.0,64258.05078125,65859.640625,67563.40625,69018.0078125,69174.6484375,69112.140625,68812.609375,68676.9921875,70087.65625,71862.1171875,73598.109375,75076.0,75861.3203125,76278.6796875,76697.2265625,77205.75,77471.3515625,77835.828125,78138.0390625,78514.046875,79194.4296875,79955.4921875,80831.796875,81685.0625,82513.0078125,83333.96875,84101.0234375,84871.03125,85656.203125,86443.640625,87256.578125,88075.2890625,88887.8828125,89696.6875,90498.25,91295.3828125,92086.5,92874.40625,93664.328125,94458.6484375,95257.109375,96063.2109375,96869.703125,97685.40625,98514.703125,99348.359375,100188.8515625,101021.5703125,101848.7890625,102669.1171875,103479.28125,104283.4375,105076.7578125,105860.8828125,106640.6015625,107418.9765625
Chicago - IL,63856.62109375,64589.078125,65242.6015625,66020.0078125,66562.6484375,67174.7734375,67851.3125,68403.0078125,68940.828125,69483.7734375,70021.5703125,70760.0078125,71976.859375,73171.96875,74405.1171875,75378.9921875,75586.953125,74445.8515625,73785.796875,73498.1328125,73462.40625,75236.5,76717.5625,78166.0078125,79700.546875,80777.0625,81946.0703125,82914.0,83961.1171875,85137.0078125,86051.0078125,87070.9921875,88089.7734375,89056.453125,89990.890625,90770.0078125,91527.2578125,92286.28125,93085.609375,93860.3515625,94392.96875,94830.65625,95193.796875,95695.0234375,96569.671875,97587.4296875,98740.953125,99884.359375,100995.203125,102103.8828125,103170.1328125,104243.9375,105334.578125,106428.921875,107547.109375,108672.609375,109792.96875,110913.90625,112031.2421875,113145.40625,114257.2890625,115364.9296875,116472.9609375,117585.8125,118702.296875,119828.4296875,120958.90625,122099.2578125,123253.9921875,124413.8984375,125580.65625,126742.3203125,127887.1328125,129020.796875,130138.890625,131244.09375,132338.921875,133423.40625,134503.578125,135583.703125
Cincinnati - OH,57698.421875,58556.80078125,59453.01953125,60260.0,60707.55078125,61127.51953125,61429.6015625,61653.0,61767.80078125,61896.640625,62223.828125,62743.0,63837.0703125,64957.390625,65908.2421875,66825.0078125,67051.890625,66097.296875,65898.0078125,65884.7578125,66256.5,68151.453125,69529.1796875,70818.0,72127.5625,73172.3515625,74213.1171875,75062.0,75895.8984375,76611.203125,77171.7734375,77844.0,78612.609375,79548.421875,80540.546875,81489.0078125,82327.7421875,83006.53125,83617.640625,84036.6328125,84196.078125,84367.796875,84511.0,84887.6328125,85604.796875,86414.7734375,87331.578125,88227.3671875,89095.4296875,89964.109375,90789.7109375,91624.8203125,92474.953125,93331.1171875,94212.6484375,95099.0078125,95978.546875,96851.7109375,97716.4765625,98575.9609375,99430.6015625,100280.796875,101133.9609375,101991.8203125,102854.046875,103724.640625,104596.0390625,105475.4609375,106366.890625,107262.5625,108164.859375,109061.53125,109947.84375,110825.890625,111691.796875,112548.7109375,113396.7109375,114235.4296875,115070.8828125,115906.0234375
Cleveland - OH,51427.05078125,51675.66015625,51941.44140625,52131.0,52048.26171875,52124.73828125,52246.05078125,52488.98828125,53252.26171875,54133.5703125,55182.19140625,56203.0,56796.390625,57126.41015625,57176.98828125,57228.0,57286.8515625,56444.87890625,56336.69140625,56600.69921875,57166.98828125,59215.171875,60887.9609375,62314.98828125,63406.5,64110.55078125,64718.98046875,65197.98828125,65802.7890625,66347.8125,66890.71875,67586.0,68767.640625,70123.1171875,71385.859375,72532.0,73254.5078125,73815.109375,74365.328125,74719.75,74873.78125,75003.2734375,75100.953125,75420.703125,76039.4375,76752.8203125,77563.53125,78358.0234375,79131.8828125,79907.546875,80649.828125,81401.6015625,82171.2265625,82948.53125,83747.953125,84553.59375,85353.09375,86148.890625,86937.96875,87721.8828125,88503.09375,89279.8671875,90058.609375,90841.40625,91626.578125,92418.6171875,93212.1875,94013.7265625,94826.296875,95643.2578125,96466.2578125,97283.9609375,98090.1875,98887.6796875,99672.6484375,100447.1796875,101212.4296875,101968.203125,102719.328125,103470.3203125
Colorado Springs - CO,61207.2890625,61945.44921875,62744.87109375,63651.0,64184.3203125,64707.6015625,65184.53125,65593.0,65959.2265625,66322.15625,66815.953125,67430.0,68775.703125,70081.2109375,71427.09375,72633.0,73458.28125,73394.5078125,73817.2265625,74346.90625,74816.75,76409.9375,77606.25,79014.0,80096.390625,80769.0703125,81408.703125,81912.0,83527.453125,85653.2265625,87730.8203125,89792.0,90388.9375,90706.7734375,90791.140625,90760.0,91622.09375,92421.859375,93399.6015625,94284.3828125,94611.7421875,95031.109375,95403.578125,95940.65625,96847.15625,97853.6796875,98965.2265625,100066.9296875,101138.671875,102206.8125,103239.828125,104282.5625,105350.8203125,106428.578125,107528.859375,108635.84375,109739.09375,110844.609375,111951.546875,113061.359375,114172.296875,115285.0625,116403.0390625,117528.7734375,118661.171875,119804.7578125,120955.40625,122119.3671875,123303.5625,124497.4921875,125702.25,126906.5703125,128097.296875,129279.1875,130446.8828125,131601.65625,132743.9375,133876.65625,135006.125,136136.421875
Columbia - SC,51575.390625,51800.66015625,51962.19921875,52247.0,52855.359375,53562.87109375,54133.9609375,54480.0,54373.73046875,54073.91015625,53872.7109375,53765.0,54217.171875,54701.94921875,55209.0703125,55725.0,55476.01171875,54724.640625,54470.828125,54310.80859375,54571.0,55924.359375,56980.921875,58213.01171875,59835.26953125,61191.6484375,62630.83984375,63933.01171875,64869.359375,65699.46875,66471.40625,67189.0,68165.859375,69089.703125,69885.6796875,70787.9921875,71501.5390625,72145.1015625,72772.578125,73223.796875,73487.203125,73727.9375,73924.890625,74196.1328125,74688.3828125,75263.84375,75912.0234375,76564.28125,77217.640625,77883.0,78537.28125,79205.46875,79896.359375,80597.2734375,81316.828125,82042.6796875,82764.9375,83488.7578125,84213.2734375,84938.3125,85665.7109375,86394.0,87125.046875,87862.7265625,88604.7890625,89353.96875,90107.65625,90869.2109375,91643.359375,92422.90625,93207.796875,93989.921875,94762.2109375,95530.3984375,96291.53125,97046.84375,97792.796875,98531.8203125,99267.578125,100002.9609375
Columbus - OH,58700.140625,59158.23046875,59691.30859375,60294.0,61141.62109375,62147.5703125,63059.23046875,63764.0,63848.51171875,63785.26171875,63868.171875,64052.01171875,64903.3203125,65746.6875,66438.296875,67207.0,67449.4921875,66702.4609375,66734.46875,66953.921875,67378.0625,69214.3125,70564.8203125,71839.0,73285.578125,74297.796875,75199.421875,75777.0,76094.53125,76469.0,76770.1015625,77390.0,78514.953125,79956.4921875,81553.640625,82937.9921875,83933.2734375,84652.4609375,85275.4921875,85764.3203125,86048.25,86273.1484375,86373.8515625,86712.3671875,87395.8828125,88191.6171875,89105.640625,90007.2890625,90878.609375,91744.859375,92563.9765625,93383.921875,94212.28125,95041.5,95890.3984375,96741.9921875,97585.59375,98423.34375,99252.3984375,100074.4765625,100889.4296875,101697.6484375,102505.140625,103316.546875,104132.40625,104956.703125,105783.21875,106618.2421875,107465.4765625,108316.84375,109174.4609375,110025.609375,110867.1484375,111701.34375,112523.796875,113337.4296875,114139.3671875,114930.953125,115717.2890625,116502.2890625
Corpus Christi - TX,50938.62109375,51855.19921875,52841.80078125,53774.98828125,53585.96875,53303.51171875,52714.21875,52193.0,52485.94921875,52889.69140625,53532.19921875,54263.98828125,55060.33984375,55805.37890625,56465.2109375,56991.0,56614.98828125,55400.890625,54657.9609375,54155.75,54654.41015625,56546.94140625,58274.671875,59853.01171875,60797.37890625,61159.73828125,61268.05859375,61169.0,61247.87890625,61436.87109375,61769.03125,62498.98828125,63846.0703125,65299.3984375,66940.9921875,68650.0,69669.0078125,70554.359375,71196.9765625,71548.703125,71914.78125,72300.140625,72646.078125,73109.21875,73867.5234375,74699.15625,75640.3515625,76556.03125,77446.6796875,78338.953125,79184.140625,80038.1484375,80913.7109375,81794.3515625,82702.296875,83618.78125,84530.28125,85441.390625,86348.3828125,87254.3125,88157.5390625,89058.609375,89964.046875,90877.0078125,91796.2109375,92727.078125,93662.6796875,94609.84375,95575.140625,96548.75,97532.609375,98512.25,99484.7421875,100448.2421875,101398.53125,102339.15625,103268.546875,104188.6328125,105104.890625,106021.1484375
Dallas-Fort Worth - TX,62037.94921875,62520.2890625,63050.109375,63812.0,64657.4609375,65620.25,66526.171875,67382.0,68003.8828125,68472.140625,68983.703125,69445.0,70199.84375,70952.75,71627.2265625,72265.0078125,72189.2421875,70964.40625,70313.8671875,69903.6796875,70199.6171875,72242.1875,74053.7734375,75974.9921875,78026.0703125,79754.390625,81473.5078125,82822.9921875,84050.9375,85016.15625,85798.84375,86860.0,88190.5234375,89776.859375,91361.3203125,92733.0078125,93608.7265625,94210.5,94640.3203125,94948.203125,95103.8203125,95365.75,95703.890625,96293.203125,97344.203125,98508.703125,99831.46875,101096.640625,102284.25,103454.796875,104535.4296875,105606.421875,106676.140625,107729.90625,108804.671875,109873.34375,110923.90625,111960.140625,112975.8125,113977.1875,114966.8125,115945.1015625,116922.1015625,117902.2421875,118884.8125,119875.046875,120863.84375,121863.140625,122876.7109375,123897.421875,124929.359375,125951.109375,126960.2578125,127947.9765625,128909.296875,129849.1015625,130774.5703125,131684.921875,132586.828125,133485.40625
Dayton - OH,50108.3515625,50580.078125,51073.94140625,51427.0,51671.87109375,52037.359375,52394.3203125,52745.0,53211.8203125,53667.44921875,54253.51171875,54942.01171875,55835.37890625,56711.48828125,57452.0390625,58169.0,58592.05078125,57912.890625,57998.578125,58302.328125,58407.55078125,60004.76171875,61066.1796875,61986.0,63534.80859375,64756.1796875,65863.9765625,66770.0,66915.4609375,66910.4296875,66831.34375,67070.0078125,68274.9609375,69762.5,71347.5,72710.9921875,73510.4765625,74075.1328125,74639.9296875,75027.890625,75194.671875,75350.0234375,75369.7734375,75595.546875,76136.6875,76760.9296875,77481.2421875,78192.90625,78884.9921875,79580.5078125,80243.0703125,80916.0703125,81611.4296875,82314.8828125,83041.9296875,83775.359375,84502.640625,85227.28125,85946.0,86659.3828125,87367.328125,88071.1875,88775.703125,89485.0625,90198.6875,90919.40625,91643.109375,92375.09375,93120.4296875,93870.6328125,94626.109375,95376.3203125,96117.71875,96853.7890625,97580.03125,98298.1171875,99003.2109375,99696.8828125,100384.6171875,101069.921875
Daytona Beach - FL,43862.3984375,44540.8984375,45346.46875,46090.01171875,46366.01171875,46682.26953125,46927.8984375,47350.98828125,48204.76171875,49104.8203125,50254.51171875,51364.0,52424.76953125,53371.921875,54007.078125,54533.0,54398.87890625,53899.171875,53694.9296875,53402.80078125,54493.140625,55965.37890625,57330.078125,59171.0,60592.859375,62300.1484375,64247.23828125,65889.0,66494.5625,66834.7109375,66880.1875,67176.0078125,68716.671875,70379.078125,72151.7734375,73701.0,74570.75,75167.4765625,75641.6796875,76044.046875,76173.390625,76448.5625,76718.953125,77046.140625,77636.15625,78287.9765625,79028.2421875,79749.7578125,80470.5,81191.046875,81872.59375,82562.796875,83282.6484375,84012.7421875,84769.921875,85538.1171875,86299.671875,87062.53125,87823.34375,88584.4296875,89345.3125,90107.75,90876.1015625,91651.796875,92432.0078125,93221.578125,94015.78125,94820.6171875,95642.1484375,96470.921875,97308.296875,98142.8984375,98963.9609375,99772.859375,100564.71875,101342.2421875,102108.4296875,102865.4765625,103618.7265625,104371.6328125
Denver - CO,70611.921875,70869.0703125,71304.671875,71926.0078125,72991.078125,74242.1171875,75436.3203125,76643.0,77402.1796875,78029.1328125,78754.09375,79478.0,81175.7421875,82788.8515625,84344.46875,85641.0078125,86094.28125,84960.09375,84357.9375,84067.1796875,84076.578125,86234.15625,88246.6484375,90716.0,93428.078125,95606.6015625,97651.5,98974.9921875,99980.53125,101091.046875,101942.6875,103055.0,104171.15625,105476.8671875,106778.3203125,108046.0,109134.6796875,109904.5625,110647.3515625,111257.7421875,111652.6171875,112191.921875,112771.203125,113553.1875,114850.2734375,116278.3515625,117862.7265625,119391.0,120835.546875,122251.4765625,123573.2578125,124885.7265625,126197.3828125,127500.9921875,128834.0,130171.1484375,131499.546875,132821.15625,134129.96875,135432.546875,136729.328125,138020.8125,139315.234375,140615.1875,141920.0625,143234.90625,144551.25,145878.546875,147222.4375,148573.34375,149935.734375,151291.71875,152634.9375,153964.78125,155275.796875,156573.3125,157860.0625,159136.609375,160409.8125,161684.53125
Des Moines - IA,62686.23828125,63549.578125,64639.53125,65704.0,66601.3515625,67469.7265625,67946.578125,68649.0,69268.921875,69946.4921875,70753.0625,71352.0,71524.6015625,71378.4765625,71275.6796875,71164.0,71195.2265625,70390.4765625,70055.21875,70254.5078125,70435.3828125,72256.3125,73499.609375,74208.0,75749.296875,76886.453125,78517.421875,80060.9921875,80985.53125,81705.0078125,82139.71875,82728.0,83489.09375,84321.390625,84942.15625,85446.0,85974.2421875,86416.8125,87165.5625,87949.359375,88311.25,88737.53125,88918.8984375,89180.8828125,89811.796875,90533.046875,91373.609375,92206.453125,93002.0,93792.1484375,94535.890625,95281.2890625,96036.25,96792.390625,97567.1484375,98344.359375,99113.453125,99877.3203125,100633.4921875,101383.8984375,102130.4921875,102872.6015625,103615.8125,104363.2890625,105113.890625,105871.4609375,106629.421875,107394.0625,108168.5,108945.953125,109728.84375,110505.2890625,111274.203125,112035.0703125,112785.171875,113526.9765625,114257.28125,114978.703125,115694.578125,116409.578125
Detroit - MI,54198.21875,54811.21875,55443.30859375,56142.0,56740.37890625,57335.51953125,57864.8515625,58411.0,58937.51953125,59436.4296875,60033.6796875,60513.0,61265.44140625,62074.640625,62771.2890625,63474.0,63698.94921875,61990.1015625,61701.12890625,61779.5,62011.2109375,64619.359375,66028.8203125,67152.9921875,68592.4296875,69521.2421875,70503.359375,71264.9921875,71555.8203125,71955.3984375,72191.5078125,72574.0,73492.6171875,74543.5703125,75453.046875,76402.9921875,76982.2109375,77436.90625,78054.890625,78648.890625,79080.640625,79415.640625,79681.03125,80026.59375,80692.2421875,81469.90625,82365.65625,83239.453125,84079.5234375,84913.2421875,85699.2109375,86496.7578125,87315.703125,88143.5078125,89000.8671875,89863.5078125,90718.5078125,91569.3828125,92412.6484375,93251.03125,94086.46875,94917.703125,95749.1796875,96583.203125,97419.046875,98261.2890625,99104.578125,99956.828125,100822.6015625,101693.7734375,102572.4375,103444.7421875,104307.421875,105161.8515625,106004.90625,106840.3828125,107665.4921875,108481.59375,109293.4765625,110105.0
Durham - NC,54406.98046875,54815.75,55407.05078125,56182.0,57471.671875,58830.140625,60073.91015625,61271.0,61472.0703125,61664.16015625,61904.16015625,62114.01171875,63046.3984375,63860.37109375,64580.7890625,65303.0,65472.578125,64812.62109375,65043.75,65501.48046875,65935.40625,68100.6328125,69864.03125,71601.0,74173.859375,75974.96875,77629.8125,79154.0,80271.3984375,81404.21875,82450.2421875,83280.0,83467.8984375,83589.2578125,83498.046875,83541.9921875,84325.4609375,84989.8125,85706.3671875,86446.890625,86799.4375,87281.34375,87749.953125,88180.953125,88879.2421875,89682.203125,90579.3828125,91482.25,92375.9296875,93275.5078125,94153.3828125,95039.5234375,95944.4609375,96858.4765625,97792.6015625,98735.796875,99675.5390625,100616.2265625,101555.0703125,102490.4765625,103423.6015625,104353.4921875,105283.640625,106218.5,107157.1328125,108103.8203125,109055.5,110016.046875,110990.0390625,111970.203125,112957.09375,113940.546875,114907.2109375,115863.5625,116806.1328125,117737.0,118659.3203125,119573.953125,120485.453125,121397.9375
